NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Amphipod,Appendicularian,Ascidian,Brachiopod,Bryozoan,Cephalochordate,Cephalopod,Chaetognath,Ciliophora,Cirripedia,Cladoceran,Cnidarian,Coelenterate,Copepod,Ctenophore,Cumacean,Decapod,Echinoderm,Egg,Euphausiid,Fish,Foraminifera,Hemichordata,Isopod,Mollusc,Mysida,Nematode,Nemertean,Noctilucaceae,Ostracod,Phoronid,Platyhelminthes,Polychaete,Radiozoa,Sipunculid,Thaliacean,Thecostraca,Urochordata
MAI20160209,Maria Island,-42.59667,148.23333,2016-02-10T10:45:00Z,2016,2,10,10:45:00,0,5.8939,0,0,2.3575,0,0,3.5363,0,0,0,1.1788,0,348.9169,0,0,0,0,2.3575,25.933,0,2.3575,0,1.1788,10.6089,0,0,0,0,2.3575,0,0,0,0,0,0,0,0
PHB20160201,Port Hacking,-34.11923,151.22667,2016-02-02T10:52:00Z,2016,2,2,10:52:00,3.5363,35.3632,0,0,0,0,0,21.2179,0,0,42.4358,10.6089,0,1481.7167,0,0,0,0,0,0,0,7.0726,0,0,28.2905,0,0,0,35.3632,0,0,17.6816,3.5363,0,0,0,3.5363,0
DAR20160201_2130,Darwin,-12.4,130.76805,2016-02-02T07:00:00Z,2016,2,2,07:00:00,0,40.8037,0,0,0,0,0,68.0061,0,0,0,13.6012,0,3237.0909,0,0,27.2024,40.8036,0,0,0,0,0,27.2024,367.233,0,0,0,13.6012,0,0,0,68.0061,0,0,0,0,0
YON20160122,Yongala,-19.30847,147.61842,2016-01-22T10:39:00Z,2016,1,22,10:39:00,0,863.6776,0,0,0,0,0,47.6043,13.6012,0,0,27.2024,0,2686.2413,0,0,20.4018,54.4048,0,0,0,6.8006,6.8006,6.8006,190.417,0,0,0,0,0,0,81.6073,40.8037,0,0,0,0,0
NSI20160120,North Stradbroke,-27.345,153.562,2016-01-20T10:30:00Z,2016,1,20,10:30:00,0,880.8647,0,0,0,0,0,12.8593,19.289,0,0,19.289,0,1845.3155,0,0,6.4297,0,0,0,0,6.4297,0,0,70.7264,0,0,0,0,12.8593,0,6.4297,25.7187,0,0,70.7264,0,0
MAI20151216,Maria Island,-42.59667,148.23333,2015-12-17T09:35:00Z,2015,12,17,09:35:00,0,11.7877,0,0,0,0,0,23.5755,0,0,4.715,9.4301,0,403.1394,0,0,4.7151,0,0,2.3575,0,21.2179,0,0,18.8603,0,0,0,18.8604,14.1453,0,0,2.3575,0,0,0,0,0
NSI20151216,North Stradbroke,-27.345,153.562,2015-12-16T10:30:00Z,2015,12,16,10:30:00,6.4297,430.7879,0,0,0,0,0,19.289,0,6.4297,0,12.8594,0,1864.6046,0,0,0,6.4297,0,0,0,6.4297,0,0,450.0769,0,0,0,0,0,0,0,0,12.8593,0,32.1484,0,0
ROT20151215,Rottnest Island,-32,115.41667,2015-12-15T08:22:00Z,2015,12,15,08:22:00,0,106.0895,0,0,7.8585,0,0,3.9292,3.9292,0,23.5754,0,0,1072.6828,0,0,7.8585,3.9292,0,0,3.9292,0,0,3.9292,11.7877,0,0,0,0,0,0,0,7.8585,0,0,7.8585,0,0
YON20151203,Yongala,-19.30847,147.61842,2015-12-03T11:00:00Z,2015,12,3,11:00:00,0,0.5667,0,0,0,0,0,0,0,0,0,0,0,8.0759,0,0,0,0,0,0,0,0,0,0,7.2257,0,0,0,0,0,0.1417,0,0.425,0,0,0,0,0
MAI20151118,Maria Island,-42.59667,148.23333,2015-11-19T10:45:00Z,2015,11,19,10:45:00,0,193.3187,0,0,0,0,0,2.3575,1.1788,0,93.1231,14.1452,0,492.7273,0,0,0,1.1788,0,1.1788,0,1.1788,0,0,47.1508,0,0,0,1787.0194,0,0,0,1.1788,0,0,2.3575,0,0
NSI20151119,North Stradbroke,-27.345,153.562,2015-11-19T10:24:00Z,2015,11,19,10:24:00,0,115.734,0,0,0,0,0,51.4374,0,0,0,12.8593,0,3163.3974,0,0,0,0,6.4297,0,0,147.8824,0,6.4297,122.1636,0,0,0,0,6.4297,0,0,38.578,0,0,12.8594,0,0
DAR20151117,Darwin,-12.4,130.76805,2015-11-18T08:16:00Z,2015,11,18,08:16:00,0,58.2452,0,0,0,0,0,58.2452,0,0,0,0,0,2363.0919,0,0,16.6414,0,0,0,0,16.6415,0,0,673.9806,0,0,0,0,41.6037,0,0,33.283,0,0,0,0,0
KAI20151116,Kangaroo Island,-35.83217,136.44733,2015-11-17T09:50:00Z,2015,11,17,09:50:00,0,67.19,0,0,3.5363,0,0,7.0726,0,0,21.2179,3.5363,0,1959.1203,0,0,3.5363,0,0,0,0,0,0,0,7.0726,0,0,0,1099.7949,0,0,0,0,0,0,0,0,0
PHB20151115,Port Hacking,-34.11923,151.22667,2015-11-16T09:33:00Z,2015,11,16,09:33:00,0,70.7263,0,0,0,0,0,10.6089,21.2179,0,99.0169,14.1453,0,1044.9826,0,0,0,3.5363,0,0,0,21.2179,0,0,38.8995,0,0,0,933.5879,0,3.5363,0,3.5363,0,0,53.0448,0,0
YON20151111,Yongala,-19.30847,147.61842,2015-11-11T10:45:00Z,2015,11,11,10:45:00,0,748.0673,0,0,0,0,0,312.8281,0,0,0,68.0061,0,3522.7165,0,0,0,108.8098,0,0,40.8037,0,0,13.6012,1360.1223,0,0,0,0,13.6012,0,0,81.6073,0,0,0,0,0
NSI20151027,North Stradbroke,-27.345,153.562,2015-10-27T10:50:00Z,2015,10,27,10:50:00,0,340.7725,0,0,0,6.4297,0,0,19.289,6.4297,57.867,0,0,1578.4832,0,0,6.4297,0,0,0,0,19.289,0,0,173.601,0,0,0,0,0,0,0,25.7187,0,0,19.2891,0,0
YON20151027,Yongala,-19.30847,147.61842,2015-10-27T10:10:00Z,2015,10,27,10:10:00,0,457.001,0,0,0,0,0,32.6429,0,5.4405,0,0,0,1033.6932,0,0,10.881,5.4405,0,0,0,21.762,0,21.762,168.6551,0,0,0,0,5.4405,0,5.4405,43.5239,0,0,0,0,0
ROT20151022,Rottnest Island,-32,115.41667,2015-10-22T09:36:00Z,2015,10,22,09:36:00,15.717,70.7264,0,0,0,0,0,7.8585,0,0,337.9148,0,0,1870.3196,0,0,15.717,7.8585,0,0,0,0,0,7.8585,172.8867,7.8585,0,0,0,55.0094,0,0,7.8585,0,0,0,0,0
PHB20151013,Port Hacking,-34.11923,151.22667,2015-10-14T09:42:00Z,2015,10,14,09:42:00,0,162.6706,0,0,0,0,0,7.0726,28.2905,0,7.0726,14.1452,0,1350.8734,0,0,0,14.1453,0,7.0726,7.0726,35.3632,0,0,77.799,0,7.0726,0,190.9612,7.0726,0,0,7.0726,0,0,0,0,0
MAI20151001,Maria Island,-42.59667,148.23333,2015-10-01T11:05:00Z,2015,10,1,11:05:00,0,18.8604,0,0,4.7151,0,0,14.1453,0,0,28.2905,14.1453,0,1240.0691,0,0,4.7151,0,0,0,4.7151,0,0,0,14.1453,0,0,0,2475.4226,4.7151,0,0,4.7151,0,0,0,0,0
ROT20150924,Rottnest Island,-32,115.41667,2015-09-24T10:08:00Z,2015,9,24,10:08:00,0,180.7452,0,0,15.717,0,0,15.717,0,0,7.8585,23.5755,0,1493.1126,0,0,0,0,0,0,7.8585,0,0,0,39.2925,0,0,0,0,15.717,0,0,15.717,0,0,0,0,0
YON20150923,Yongala,-19.30847,147.61842,2015-09-23T13:11:00Z,2015,9,23,13:11:00,0,440.6797,0,0,0,0,0,27.2024,38.0835,0,0,5.4405,0,973.8478,0,0,0,65.2859,0,0,5.4405,5.4405,0,0,331.8698,0,0,0,0,5.4405,0,5.4405,16.3215,0,0,103.3693,0,0
KAI20150909,Kangaroo Island,-35.83217,136.44733,2015-09-09T12:50:00Z,2015,9,9,12:50:00,0,102.5532,0,0,1.7682,0,0,3.5364,0,0,8.8409,1.7682,0,498.6212,0,0,3.5364,1.7682,0,0,0,0,1.7682,0,1.7682,0,0,0,60.1174,0,0,0,1.7682,0,0,24.7542,0,0
NSI20150907,North Stradbroke,-27.345,153.562,2015-09-07T10:40:00Z,2015,9,7,10:40:00,0,199.3198,0,0,0,0,0,12.8594,0,0,45.0076,19.289,0,1105.9033,0,0,0,19.289,0,0,12.8593,19.289,0,0,19.289,0,0,0,276.4758,25.7186,0,0,19.289,0,0,115.734,0,0
ROT20150827,Rottnest Island,-32,115.41667,2015-08-27T11:15:00Z,2015,8,27,11:15:00,0,91.1584,3.1434,0,0,0,0,28.2906,12.5736,0,0,3.1434,0,741.8414,0,0,0,0,0,0,0,53.4377,3.1434,0,28.2906,0,0,0,0,9.4302,0,0,3.1434,3.1434,0,0,0,0
YON20150825,Yongala,-19.30847,147.61842,2015-08-25T10:45:00Z,2015,8,25,10:45:00,0,103.3693,0,0,0,0,0,16.3215,0,0,0,10.8809,0,1218.6689,0,0,0,0,0,0,0,8.1607,0,5.4405,138.7325,0,0,0,0,0,0,2.7202,16.3215,0,0,27.2024,0,0
PHB20150819,Port Hacking,-34.11923,151.22667,2015-08-19T10:03:00Z,2015,8,19,10:03:00,0,47.7403,0,0,0,0,0,1.7682,0,1.7682,17.6816,7.0727,0,574.6524,0,0,0,1.7682,0,1.7682,0,7.0726,0,0,1.7682,0,0,0,445.5761,0,0,0,5.3045,0,0,35.3632,0,0
NSI20150817,North Stradbroke,-27.345,153.562,2015-08-17T10:30:00Z,2015,8,17,10:30:00,0,257.1868,6.4297,0,0,0,0,38.578,0,12.8593,6.4297,19.289,0,1253.7849,0,0,0,6.4297,0,0,12.8594,19.289,0,0,64.2967,0,0,6.4297,938.7317,6.4297,0,0,12.8594,0,0,308.6241,0,0
MAI20150811,Maria Island,-42.59667,148.23333,2015-08-12T09:35:00Z,2015,8,12,09:35:00,0,147.7395,0,0,0,0,0,0,3.1434,0,0,1.5717,0,218.466,0,0,1.5717,0,9.4302,0,3.1434,1.5717,0,0,0,0,0,0,0,0,0,0,6.2868,0,0,0,0,0
DAR20150804_04:30,Darwin,-12.4,130.76805,2015-08-04T14:00:00Z,2015,8,4,14:00:00,0,22.102,0,0,0,0,0,110.5099,22.102,0,0,22.102,0,4088.8676,0,0,44.204,22.102,0,0,0,2453.3206,0,0,1105.0994,0,0,0,0,176.8159,0,0,22.102,0,0,0,0,0
YON20150804,Yongala,-19.30847,147.61842,2015-08-04T11:45:00Z,2015,8,4,11:45:00,0,136.0122,0,0,5.4405,0,0,21.762,0,5.4405,0,0,0,938.8734,0,0,0,5.4405,0,0,0,38.0835,0,0,157.7743,0,5.4405,0,0,0,0,0,0,0,0,0,0,0
NSI20150731,North Stradbroke,-27.345,153.562,2015-07-31T10:15:00Z,2015,7,31,10:15:00,0,38.5781,6.4297,0,0,0,0,19.289,25.7187,32.1483,0,70.7264,0,1610.632,0,0,6.4297,160.7417,0,0,0,0,0,0,64.2968,0,0,0,6.4297,6.4297,0,0,19.289,12.8593,0,797.2789,0,0
ROT20150724,Rottnest Island,-32,115.41667,2015-07-24T09:20:00Z,2015,7,24,09:20:00,0,141.4528,0,0,7.8585,0,0,39.2924,0,0,0,0,0,2829.0547,0,0,7.8585,0,23.5755,0,0,0,0,7.8585,47.1509,0,0,0,0,23.5755,0,0,55.0094,0,0,15.717,0,0
MAI20150723,Maria Island,-42.59667,148.23333,2015-07-23T10:45:00Z,2015,7,23,10:45:00,0,256.9725,0,0,0,0,0,2.3575,2.3575,0,4.7151,0,0,327.6982,0,0,2.3575,0,0,0,0,4.7151,0,2.3575,7.0726,0,0,0,0,0,0,0,2.3575,0,0,0,0,0
PHB20150723,Port Hacking,-34.11923,151.22667,2015-07-23T10:07:00Z,2015,7,23,10:07:00,0,119.0801,0,0,0,0,0,0,3.6085,0,7.217,3.6085,0,1057.2874,0,0,0,0,0,0,0,7.217,0,0,18.0425,0,0,0,281.462,0,0,0,7.217,0,0,0,0,0
ROT20150701,Rottnest Island,-32,115.41667,2015-07-01T09:46:00Z,2015,7,1,09:46:00,0,455.7921,0,0,78.5848,0,0,62.8679,0,0,94.3018,15.717,0,6003.8822,15.717,0,0,15.717,0,0,0,157.1697,15.717,0,314.3394,0,0,0,0,15.717,0,15.717,15.717,0,0,0,0,0
PHB20150630,Port Hacking,-34.11923,151.22667,2015-06-30T11:11:00Z,2015,6,30,11:11:00,0,53.0448,0,0,0,0,0,17.6816,17.6816,3.5363,0,3.5363,0,1184.6663,0,0,0,0,0,0,0,3.5363,0,0,17.6815,0,0,0,17.6816,0,0,0,10.609,0,0,3.5363,0,0
KAI20150629,Kangaroo Island,-35.83217,136.44733,2015-06-30T07:35:00Z,2015,6,30,07:35:00,0,22.6324,0,0,4.2436,0,0,0,7.0726,0,0,0,0,680.3875,0,0,0,0,0,0,0,7.0727,0,1.4145,11.3162,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20150624,North Stradbroke,-27.345,153.562,2015-06-24T10:30:00Z,2015,6,24,10:30:00,0,350.417,3.2148,0,0,0,0,22.5038,57.867,3.2148,0,0,0,2166.7977,0,0,3.2148,12.8593,0,0,0,16.0742,0,0,64.2967,0,0,0,0,3.2148,0,0,12.8593,6.4297,0,6.4296,0,0
YON20150618,Yongala,-19.30847,147.61842,2015-06-18T10:55:00Z,2015,6,18,10:55:00,0,369.9532,5.4405,0,0,0,0,10.881,16.3215,5.4405,0,27.2025,0,1164.2649,0,0,5.4405,5.4405,0,0,0,10.881,0,0,233.9411,0,0,0,0,0,0,0,21.762,0,0,5.4405,0,0
YON20150601,Yongala,-19.30847,147.61842,2015-06-01T12:55:00Z,2015,6,1,12:55:00,5.4405,255.703,0,0,0,0,0,87.0478,5.4405,5.4405,0,10.881,0,1834.2225,0,0,10.881,5.4405,0,0,5.4405,97.9288,0,5.4405,233.941,0,0,5.4405,0,5.4405,0,0,0,0,0,0,0,0
NSI20150528,North Stradbroke,-27.345,153.562,2015-05-28T10:15:00Z,2015,5,28,10:15:00,0,64.2967,0,0,0,0,0,19.289,6.4297,6.4297,0,12.8593,0,1581.6978,0,0,0,32.1483,0,0,0,25.7187,0,0,96.445,0,0,0,0,0,0,0,0,0,0,6.4297,0,0
MAI20150526,Maria Island,-42.59667,148.23333,2015-05-26T10:35:00Z,2015,5,26,10:35:00,0,99.017,0,0,1.5717,0,0,7.8585,0,0,6.2868,0,0,295.4794,0,0,1.5717,1.5717,7.8585,1.5717,0,0,0,0,6.2868,0,0,0,0,0,0,0,1.5717,0,0,0,0,0
PHB20150518,Port Hacking,-34.11923,151.22667,2015-05-19T09:43:00Z,2015,5,19,09:43:00,3.5363,24.7542,0,0,0,0,0,24.7542,0,7.0726,49.5084,7.0726,0,1976.8016,0,0,0,0,0,0,14.1453,21.2179,0,0,194.4974,0,0,0,0,0,0,0,7.0726,0,0,0,0,0
NSI20150512,North Stradbroke,-27.345,153.562,2015-05-12T10:15:00Z,2015,5,12,10:15:00,2.5719,223.7525,0,0,0,0,0,20.575,12.8594,2.5719,0,20.5749,0,1091.5729,0,0,5.1437,2.5719,0,0,0,23.1468,0,0,61.7249,0,0,0,0,2.5719,0,0,15.4313,0,0,10.2875,0,0
ROT20150507,Rottnest Island,-32,115.41667,2015-05-07T09:36:00Z,2015,5,7,09:36:00,0,133.5942,0,0,39.2924,0,0,39.2924,0,0,110.0187,7.8585,0,2813.338,0,0,7.8585,0,0,0,0,15.717,0,7.8585,298.6224,0,0,0,0,23.5755,0,0,31.4339,0,0,0,0,0
DAR20150505,Darwin,-12.4,130.76805,2015-05-06T08:24:00Z,2015,5,6,08:24:00,0,70.7264,0,0,0,0,0,31.434,31.434,0,0,15.717,0,5053.0058,0,0,7.8585,0,0,0,0,1823.1684,0,15.717,133.5942,0,0,0,0,70.7265,0,0,55.0094,0,0,0,0,0
YON20150430,Yongala,-19.30847,147.61842,2015-04-30T12:10:00Z,2015,4,30,12:10:00,0,176.8159,0,0,0,0,0,81.6073,0,11.3344,0,9.0675,0,791.1384,2.2669,0,24.9357,2.2669,0,0,0,2.2669,0,9.0675,111.0767,2.2669,0,0,0,0,0,0,6.8007,0,0,24.9356,0,0
MAI20150421,Maria Island,-42.59667,148.23333,2015-04-21T10:50:00Z,2015,4,21,10:50:00,0,464.7732,0,0,0,0,0,20.2075,0,0,202.0753,20.2076,0,2126.8429,0,0,20.2076,0,15.1556,5.0519,5.0519,0,0,0,40.4151,40.4151,0,0,0,0,0,0,0,0,0,45.467,0,0
KAI20150408,Kangaroo Island,-35.83217,136.44733,2015-04-09T07:11:00Z,2015,4,9,07:11:00,0,2.8291,0,0,0,0,0,0,9.9017,0,0,0,0,231.9829,0,0,0,45.9721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7073,0,0,0,0.7073,0
PHB20150330,Port Hacking,-34.11923,151.22667,2015-03-31T09:32:00Z,2015,3,31,09:32:00,0,63.6538,3.5363,0,0,0,0,3.5363,7.0726,0,42.4358,7.0726,0,1573.6609,0,0,3.5363,0,0,0,0,28.2905,0,0,38.8995,0,0,0,14.1453,7.0726,0,0,10.609,0,0,84.8716,0,0
YON20150324,Yongala,-19.30847,147.61842,2015-03-24T15:15:00Z,2015,3,24,15:15:00,0,337.3104,0,0,0,0,0,184.9766,0,16.3215,0,5.4405,0,3253.4132,0,0,32.643,10.881,0,0,0,43.5239,0,10.881,511.406,0,0,0,0,0,0,0,21.762,0,0,0,0,0
NSI20150323,North Stradbroke,-27.345,153.562,2015-03-23T11:40:00Z,2015,3,23,11:40:00,6.4297,392.2099,0,0,0,0,0,141.4527,19.2891,12.8593,12.8593,6.4297,0,3401.2952,0,0,12.8593,83.5857,0,0,0,83.5857,0,12.8593,244.3274,0,0,0,0,0,0,0,25.7187,6.4297,0,19.289,0,0
ROT20150319,Rottnest Island,-32,115.41667,2015-03-19T11:47:00Z,2015,3,19,11:47:00,0,255.4007,0,0,0,0,0,15.7169,15.7169,0,66.797,11.7876,0,2605.087,0,0,23.5754,0,0,0,0,23.5755,0,3.9292,19.6462,0,0,0,0,0,0,0,3.9292,0,0,0,3.9292,0
DAR20150316,Darwin,-12.4,130.76805,2015-03-17T08:35:00Z,2015,3,17,08:35:00,0,132.6119,0,0,0,8.8408,0,106.0895,8.8408,70.7264,0,17.6816,0,3456.7509,0,0,35.3632,0,0,0,0,0,0,8.8408,150.2935,0,0,0,0,79.5672,0,0,159.1343,0,0,0,0,0
MAI20150312,Maria Island,-42.59667,148.23333,2015-03-13T09:33:00Z,2015,3,13,09:33:00,0,1.3472,0,0,6.0623,0,0,12.7982,0,0,0,6.0623,0,243.8378,0,0,5.3887,3.368,2.0208,5.3888,0.6736,26.2698,0,0.6736,14.1453,0,0,0,0,0,0,0,2.0208,0,0,0,0,0
NSI20150304,North Stradbroke,-27.345,153.562,2015-03-04T10:30:00Z,2015,3,4,10:30:00,3.2148,218.6087,0,0,0,0,0,77.156,0,0,6.4296,12.8593,0,2362.9027,3.2148,0,0,35.3632,0,0,3.2148,38.578,0,0,173.601,0,0,0,0,0,0,0,19.2889,0,0,77.156,0,0
PHB20150225,Port Hacking,-34.11923,151.22667,2015-02-26T09:37:00Z,2015,2,26,09:37:00,0,212.1791,0,0,0,0,0,14.1453,7.0726,0,162.6706,7.0726,0,1746.9403,0,0,0,0,0,0,0,28.2905,0,7.0726,42.4357,0,0,0,31.8269,0,0,14.1453,28.2905,0,0,63.6538,0,0
MAI20150224,Maria Island,-42.59667,148.23333,2015-02-25T10:20:00Z,2015,2,25,10:20:00,0.943,19.8034,0,0,0,0,0.943,21.6894,0,0,0,1.886,0,436.6173,0,0,12.2592,4.7151,0.943,11.3162,0,0,0,0,7.5442,0,0,0,0,0,0,0,1.886,0,0,0.943,0,0
KAI20150224,Kangaroo Island,-35.83217,136.44733,2015-02-25T08:55:00Z,2015,2,25,08:55:00,0,84.8716,0,0,0,0,0,10.609,0,0,137.9164,0,0,1810.5944,0,0,7.0726,173.2796,0,0,0,0,0,0,53.0449,0,0,0,134.3801,0,0,0,3.5363,0,0,10.6089,0,0
YON20150224,Yongala,-19.30847,147.61842,2015-02-24T10:40:00Z,2015,2,24,10:40:00,0,693.6624,0,0,0,13.6012,0,27.2024,0,27.2024,13.6012,13.6012,0,6066.145,13.6012,0,27.2024,54.4049,0,0,0,13.6012,0,0,516.8465,0,0,0,0,0,0,0,54.4049,0,0,0,0,0
ROT20150224,Rottnest Island,-32,115.41667,2015-02-24T10:17:00Z,2015,2,24,10:17:00,15.717,471.5091,0,0,23.5755,0,0,31.4339,23.5755,0,612.9619,15.717,0,2027.4881,0,0,7.8585,7.8585,0,0,0,0,0,15.717,62.8679,0,0,0,0,7.8585,0,7.8585,15.717,0,0,117.8772,0,0
DAR20150203_00:30,Darwin,-12.4,130.76805,2015-02-03T10:00:00Z,2015,2,3,10:00:00,0,876.3918,0,15.3753,15.3753,0,0,230.6294,384.3824,15.3753,0,46.1259,0,16759.0725,0,0,0,0,0,0,15.3753,0,0,30.7506,1506.7789,0,0,0,0,15.3753,0,0,430.5083,0,0,0,0,0
ROT20150128,Rottnest Island,-32,115.41667,2015-01-28T10:15:00Z,2015,1,28,10:15:00,0,275.047,0,0,7.8585,0,0,0,0,0,35.3632,3.9292,0,1827.0972,0,0,3.9292,0,0,0,3.9292,0,0,27.5047,51.0802,0,0,0,0,0,0,0,15.717,0,0,0,0,0
PHB20150121,Port Hacking,-34.11923,151.22667,2015-01-22T09:48:00Z,2015,1,22,09:48:00,0,53.0448,7.0726,0,0,0,0,3.5363,0,0,647.1461,24.7541,0,912.3691,0,0,10.609,3.5363,0,0,0,0,0,0,17.6816,0,0,0,385.4587,0,0,3.5363,0,0,0,77.799,0,0
YON20150119,Yongala,-19.30847,147.61842,2015-01-19T11:25:00Z,2015,1,19,11:25:00,0,462.4416,0,0,10.881,0,0,65.2859,5.4405,5.4405,0,0,0,3242.5319,0,0,5.4405,10.881,0,0,5.4405,0,0,0,750.7876,0,0,5.4405,0,0,0,0,92.4883,0,0,0,0,0
NSI20150119,North Stradbroke,-27.345,153.562,2015-01-19T10:35:00Z,2015,1,19,10:35:00,0,514.3735,0,0,0,0,0,12.8594,19.289,0,6.4297,19.2891,0,1922.4707,0,0,6.4297,0,0,0,0,32.1483,0,0,218.6088,0,0,0,0,0,0,0,51.4373,0,0,77.156,0,0
NSI20141223,North Stradbroke,-27.345,153.562,2014-12-23T10:35:00Z,2014,12,23,10:35:00,0,507.9439,0,0,0,0,0,19.289,12.8594,0,0,25.7187,0,2739.0394,0,0,0,0,0,6.4297,0,102.8747,0,6.4297,237.8978,0,0,0,0,6.4297,0,0,25.7187,0,0,77.156,0,0
ROT20141216,Rottnest Island,-32,115.41667,2014-12-16T09:37:00Z,2014,12,16,09:37:00,7.8585,259.33,0,0,15.717,0,0,7.8585,7.8585,0,542.2355,7.8585,0,3269.1299,0,0,0,0,0,0,7.8585,0,0,15.717,180.7452,0,0,0,0,0,0,0,7.8585,0,0,0,0,0
MAI20141208,Maria Island,-42.59667,148.23333,2014-12-09T10:05:00Z,2014,12,9,10:05:00,3.8678,0.2763,0,0,1.1051,0,0,0.2763,0,0,0,2.7627,0,121.8369,0,0,1.1051,1.6576,0,11.8797,0,0,0,0,0.8288,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20141209,Yongala,-19.30847,147.61842,2014-12-09T10:04:00Z,2014,12,9,10:04:00,0,455.641,0,0,40.8037,13.6012,0,54.4049,0,0,0,47.6043,0,2930.3079,6.8006,0,0,40.8037,0,0,13.6012,13.6012,0,6.8006,251.6225,0,0,6.8006,0,6.8006,6.8006,6.8006,61.2055,0,0,6.8006,0,0
PHB20141208,Port Hacking,-34.11923,151.22667,2014-12-09T09:51:00Z,2014,12,9,09:51:00,0,166.8417,0,0,0,0,0,3.627,5.4405,1.8135,47.151,14.508,0,790.6847,0,0,3.627,0,0,0,0,12.6945,0,0,18.135,0,0,0,556.7434,0,3.627,0,1.8135,0,0,1.8135,0,0
KAI20141201,Kangaroo Island,-35.83217,136.44733,2014-12-02T06:05:00Z,2014,12,2,06:05:00,3.5363,325.3413,0,0,7.0726,0,0,28.2905,14.1452,7.0726,155.5979,3.5363,0,2408.2325,0,0,10.6089,70.7263,0,0,7.0726,0,0,0,159.1342,0,0,3.5363,2118.2545,0,0,0,10.609,0,0,38.8995,0,0
DAR20141130,Darwin,-12.4,130.76805,2014-12-01T07:18:00Z,2014,12,1,07:18:00,0,19.6462,0,0,19.6462,0,0,19.6462,98.231,0,0,0,0,4322.1662,0,0,19.6462,0,0,0,0,0,0,19.6462,2062.8521,0,0,0,0,137.5235,0,0,19.6462,0,0,0,0,0
MAI20141127,Maria Island,-42.59667,148.23333,2014-11-28T09:30:00Z,2014,11,28,09:30:00,0,5.8939,0,0,0,0,0,20.0391,0,0,2.3576,14.1453,0,463.2578,0,0,10.609,7.0726,4.715,114.3409,0,0,0,0,11.7878,0,0,0,0,0,0,0,2.3575,0,0,1.1788,0,0
YON20141120,Yongala,-19.30847,147.61842,2014-11-21T08:48:00Z,2014,11,21,08:48:00,0,346.8312,0,0,0,0,6.8006,102.0092,0,6.8006,6.8006,0,0,2441.4194,0,0,13.6012,0,0,0,6.8006,0,0,0,108.8097,0,0,0,0,0,6.8006,0,74.8067,0,0,13.6012,0,0
ROT20141119,Rottnest Island,-32,115.41667,2014-11-19T10:16:00Z,2014,11,19,10:16:00,23.5755,353.6318,0,0,31.4339,0,0,0,0,0,479.3676,0,0,3461.6621,0,0,7.8585,0,0,7.8585,0,39.2924,0,0,102.1604,0,0,0,0,7.8585,0,0,0,0,0,7.8585,0,0
PHB20141112,Port Hacking,-34.11923,151.22667,2014-11-13T09:36:00Z,2014,11,13,09:36:00,0,222.5906,0,0,0,0,0,10.7705,3.5902,3.5902,43.082,10.7706,0,1845.348,0,0,0,3.5902,0,0,0,21.541,0,0,100.5247,0,0,0,800.608,3.5902,0,0,3.5902,0,0,25.1312,0,0
NSI20141107,North Stradbroke,-27.345,153.562,2014-11-07T10:35:00Z,2014,11,7,10:35:00,0,610.8186,0,0,0,0,0,12.8593,51.4373,0,12.8593,19.289,0,2327.5396,0,0,0,25.7187,0,0,6.4297,0,0,0,237.8977,0,0,0,0,0,0,0,12.8593,45.0077,0,51.4373,0,0
MAI20141029,Maria Island,-42.59667,148.23333,2014-10-30T09:27:00Z,2014,10,30,09:27:00,0.3929,0,0,0,0,0,0,2.3575,0,0,0,3.1433,0,153.2397,0,0,1.5716,2.3575,0,3.1433,0.3929,0,0,0,4.3221,0,0,0,0,0,0,0,0,0,0,25.933,0,0
KAI20141029,Kangaroo Island,-35.83217,136.44733,2014-10-29T11:00:00Z,2014,10,29,11:00:00,0,258.1512,0,0,3.5363,0,0,14.1453,14.1453,0,28.2904,3.5363,0,908.8335,0,0,14.1453,3.5363,0,0,633.0009,14.1453,0,0,31.8269,0,0,0,67.19,0,0,0,0,0,0,3.5363,0,0
PHB20141021,Port Hacking,-34.11923,151.22667,2014-10-22T09:30:00Z,2014,10,22,09:30:00,0,445.5762,0,0,0,0,0,10.609,10.6089,0,792.1353,53.0447,0,2167.7629,0,0,0,84.8716,0,0,0,3.5363,0,0,88.4079,0,0,0,2146.545,0,0,0,17.6816,0,0,21.2179,0,0
NSI20141020,North Stradbroke,-27.345,153.562,2014-10-20T10:45:00Z,2014,10,20,10:45:00,0,199.3197,0,0,0,0,0,25.7187,0,6.4297,173.6011,25.7187,0,1674.9283,0,0,6.4297,38.578,0,0,0,32.1483,0,0,533.6624,0,0,0,983.7394,0,0,0,32.1484,0,0,154.3121,0,0
YON20141014,Yongala,-19.30847,147.61842,2014-10-14T12:02:00Z,2014,10,14,12:02:00,0,2856.2569,0,0,0,0,0,163.2147,0,27.2024,0,27.2024,0,6154.5531,0,0,54.4049,95.2086,0,0,0,13.6012,0,0,612.0549,0,0,0,13.6012,27.2024,0,13.6012,27.2024,0,0,0,0,0
