NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Acanthostomella,Actiniscus,Actinocyclus,Actinoptychus,Akashiwo,Alexandrium,Amphidinium,Amphiprora,Amphisolenia,Amphora,Amphorides,Anabaena,Ascampbelliella,Asterionellopsis,Asteromphalus,Attheya,Bacillaria,Bacteriastrum,Bellerochea,Biddulphia,Brachidinium,Calciosolenia,Campylodiscus,Cerataulina,Ceratium,Ceratocorys,Ceratoperidinium,Chaetoceros,Chaetoceros (Hyalochaete),Chaetoceros (Phaeoceros),Chamaesiphon,Cladopyxis,Climacocylis,Climacodium,Cocconeis,Cochlodinium,Codonella,Codonellopsis,Corethron,Coscinodiscus,Cyclotella,Cylindrotheca,Cymatocylis,Cymatosira,Cymbella,Cyttarocylis,Dactyliosolen,Dactyliosolen cf.,Dadayiella,Detonula,Dictyocha,Dictyocysta,Dinophysis,Diploneis,Ditylum,Entomoneis,Ephemera,Epiplocylis,Epiplocyloides,Eucampia,Euglena,Eutintinnus,Eutreptiella,Favella,Fragilaria,Fragilariopsis,Goniodoma,Gonyaulax,Gossleriella,Grammatophora,Guinardia,Gymnodinium,Gyrodinium,Gyrosigma,Haslea,Helicostomella,Helicotheca,Hemiaulus,Hemidiscus,Heterocapsa,Heterosigma,Heterosigma cf.,Karenia,Kofoidinium,Laboea,Lauderia,Leptocylindrus,Licmophora,Lingulodinium,Lioloma cf.,Lithodesmium,Lyrella,Manguinea,Mastogloia,Melosira,Membraneis,Mesodinium,Mesoporos,Meuniera,Navicula,Neostreptotheca,Nitzschia,Noctiluca,Nodularia,Octactis,Odontella,Ormosella,Ornithocercus,Oxytoxum,Palmerina,Paralia,Parundella,Peridinium,Phaeocystis,Phalacroma,Planktoniella,Pleurosigma,Podolampas,Porosira,Proboscia,Pronoctiluca,Prorocentrum,Protoperidinium,Protorhabdonella,Pseudo-nitzschia,Pseudosolenia,Pterosperma,Pyrocystis,Pyrophacus,Pyrophacus cf.,Rhabdonella,Rhabdonema,Rhaphoneis,Rhizosolenia,Rotalia,Salpingella,Scrippsiella,Skeletonema,Steenstrupiella,Stephanopyxis,Striatella,Strombidium,Surirella,Synedra,Thalassionema,Thalassiosira,Thalassiothrix,Tintinnidium,Tintinnopsis,Toxarium,Triadinium,Triceratium,Trichodesmium,Trigonium,Tripos,Tripos (Amphiceratium),Tripos (Ceratium),Tripos (gametes),Tripos (Tripoceratium),Tryblionella,Undella,Vorticella,Xystonella,Xystonellopsis
ROT20110826,Rottnest Island,-32,115.41667,2011-08-26 09:43:00,2011,8,26,09:43:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,0,0,0,0,24,24,0,0,0,47,236,0,0,0,0,0,0,0,0,24,48,0,95,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,165,0,71,0,0,0,354,0,0,0,0,0,0,0,0,0,189,0,0,0,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,165,0,0,0,0,24,0,0,425,47,0,0,0,0,0,24,0,94,0,0,0,0,0,0,0,0,0,0,425,48,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
ESP20110818,Esperance,-33.93333,121.85,2011-08-18 10:20:00,2011,8,18,10:20:00,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,102,51,0,0,0,0,26,0,0,0,204,102,103,0,0,0,0,0,0,0,0,0,51,0,536,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,51,0,0,128,0,0,0,0,0,0,0,204,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,612,0,0,0,0,0,26,0,179,51,0,2066,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,51,77,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0,0
NSI20110816,North Stradbroke,-27.345,153.562,2011-08-16 10:00:00,2011,8,16,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,1583,0,0,0,0,0,0,0,0,0,1391,192,0,0,0,0,0,0,0,0,0,0,0,0,1343,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,240,0,48,0,0,0,0,0,0,0,0,0,0,0,0,336,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,1152,0,0,96,0,0,0,0,0,96,0,3214,0,0,0,0,0,0,0,0,192,0,0,48,0,0,0,0,0,0,0,96,48,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20110812,Maria Island,-42.59667,148.23333,2011-08-12 10:55:00,2011,8,12,10:55:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,0,0,0,0,0,0,0,0,0,0,19,0,0,845,395,0,0,0,0,0,0,0,0,0,0,0,0,602,0,0,0,0,75,0,0,0,0,0,0,0,1109,0,0,0,0,0,0,0,56,0,0,0,0,56,0,56,245,0,56,0,0,0,0,0,0,0,0,0,0,0,0,19,2199,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,56,0,0,0,0,0,0,0,3571,0,0,0,0,0,0,0,0,169,0,0,0,2801,0,0,0,0,0,0,620,57,0,0,0,0,0,0,0,0,0,19,38,0,0,0,0,0,0,0
YON20110811,Yongala,-19.30847,147.61842,2011-08-11 11:00:00,2011,8,11,11:00:00,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,306,204,0,0,0,0,0,0,0,0,255,51,154,0,0,0,77,0,0,0,0,0,51,0,306,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,5874,0,0,153,0,0,102,0,51,51,0,1098,102,0,0,0,0,0,0,0,179,0,0,51,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,179,0,0,51,51,0,77,0,0,0,0,0
NSI20110727,North Stradbroke,-27.345,153.562,2011-07-28 09:30:00,2011,7,28,09:30:00,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,1910,0,0,0,0,0,318,0,0,0,1513,1274,159,0,0,0,0,0,0,0,0,0,80,0,716,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,0,40,0,0,0,0,159,0,0,0,0,0,0,0,398,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,0,40,0,0,119,0,0,40,0,6846,0,0,0,0,0,0,0,0,279,0,0,40,876,0,0,0,0,0,0,517,159,119,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
MAI20110725,Maria Island,-42.59667,148.23333,2011-07-25 12:15:00,2011,7,25,12:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,42,0,0,167,0,0,0,0,42,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,-999,0,0,21,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,104,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20110725,Rottnest Island,-32,115.41667,2011-07-25 10:20:00,2011,7,25,10:20:00,0,0,41,0,0,0,0,0,0,81,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,142,264,163,0,0,0,0,0,0,0,0,20,0,0,913,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,285,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,-999,0,0,0,0,0,0,0,101,0,0,1056,0,0,0,0,0,0,0,0,121,0,0,101,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20110720,Yongala,-19.30847,147.61842,2011-07-20 11:37:00,2011,7,20,11:37:00,0,0,0,0,0,0,0,125,0,0,0,0,0,0,25,0,0,550,150,0,0,0,0,0,0,0,0,275,200,225,0,0,0,125,0,0,0,0,25,0,0,350,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,250,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,50,0,0,50,0,50,0,0,450,50,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,1050,0,0,75,50,0,150,0,0,0,0,0
PHB20110717,Port Hacking,-34.11923,151.22667,2011-07-18 09:38:00,2011,7,18,09:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,0,0,0,4242,424,0,0,0,0,0,0,0,0,6277,1697,424,0,0,0,339,0,0,0,0,339,254,0,2969,0,0,0,0,848,0,0,0,0,0,85,0,85,0,0,0,0,0,0,0,170,0,0,0,0,424,0,0,1442,0,42,0,0,0,763,170,0,0,0,0,0,0,0,254,3648,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,170,0,0,0,0,-999,0,0,85,0,0,0,0,85,0,0,6107,339,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,1781,509,339,0,0,0,0,0,8,0,0,85,0,0,8,0,0,0,0,0
NIN20110706,Ningaloo,-21.99,113.779,2011-07-06 11:04:00,2011,7,6,11:04:00,0,0,52,0,0,0,0,0,0,0,0,0,0,52,0,0,0,3299,0,0,0,0,0,258,0,0,0,774,3866,1546,0,0,0,0,0,0,0,0,52,0,0,3299,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,1443,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,155,0,0,52,0,8350,206,0,0,0,0,0,0,0,464,0,0,0,979,0,0,0,0,0,0,1134,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAR20110627,Darwin,-12.4,130.76805,2011-06-27 13:48:00,2011,6,27,13:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0,0,945,199,149,0,0,0,0,0,0,0,0,50,50,0,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,199,1244,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,-999,0,0,597,0,0,0,0,50,0,0,199,199,0,0,0,0,0,0,0,149,0,0,249,0,0,0,0,0,0,0,2289,0,50,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
NSI20110623,North Stradbroke,-27.345,153.562,2011-06-23 10:25:00,2011,6,23,10:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19758,0,0,0,0,0,339,0,0,0,62323,4234,56,0,0,0,0,0,0,0,0,0,0,0,2258,0,0,0,0,4177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,0,0,0,0,0,0,2146,0,0,0,0,0,0,0,113,5871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2710,0,0,226,0,0,113,0,56,113,0,5871,113,0,0,0,0,0,0,0,791,0,0,0,1016,0,0,0,0,0,0,1806,0,565,0,0,0,0,0,0,0,0,56,56,0,56,0,0,0,0,0
ROT20110622,Rottnest Island,-32,115.41667,2011-06-22 10:00:00,2011,6,22,10:00:00,0,0,66,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,264,110,0,0,0,0,0,0,0,0,0,0,0,948,0,0,0,0,198,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,176,88,0,0,0,0,22,66,0,0,0,0,0,0,0,0,221,44,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,44,0,0,0,0,0,0,0,-999,0,0,66,0,0,44,0,44,0,0,2690,66,0,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,286,66,22,0,0,0,0,0,0,0,0,0,22,0,66,0,0,0,0,0
PHB20110619,Port Hacking,-34.11923,151.22667,2011-06-20 09:34:00,2011,6,20,09:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,24,0,0,882,190,119,0,0,0,143,0,0,0,0,0,48,0,524,0,0,0,0,95,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,453,0,95,0,0,0,24,48,0,0,0,0,0,0,0,0,953,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,24,0,0,48,0,71,48,0,1334,48,0,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0,0,0,214,333,0,0,0,0,0,0,24,0,0,95,142,0,0,0,0,0,0,0
YON20110616,Yongala,-19.30847,147.61842,2011-06-16 11:25:00,2011,6,16,11:25:00,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,169,0,21,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,106,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,63,0,0,63,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,338,0,0,42,84,0,0,0,0,0,0,0
NSI20110606,North Stradbroke,-27.345,153.562,2011-06-06 10:00:00,2011,6,6,10:00:00,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642,0,0,0,0,0,51,0,0,0,2731,0,0,0,0,0,51,0,0,0,0,126,24,0,531,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,51,0,0,0,0,76,0,0,0,0,0,0,0,0,1567,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,25,0,0,0,0,1718,0,0,0,0,0,51,0,0,25,0,1288,106,0,0,0,0,0,0,0,322,0,0,51,0,0,0,0,0,0,0,278,76,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
MAI20110531,Maria Island,-42.59667,148.23333,2011-05-31 11:38:00,2011,5,31,11:38:00,0,0,60,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,20,0,100,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,40,0,517,0,0,0,0,0,0,0,0,0,0,0,119,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20110527,Yongala,-19.30847,147.61842,2011-05-27 10:50:00,2011,5,27,10:50:00,0,0,0,0,0,0,25,149,0,0,0,0,0,0,50,0,0,2562,200,0,0,0,0,75,0,0,0,2014,0,199,0,0,0,0,0,0,0,0,0,174,0,448,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,1468,0,25,0,0,0,0,50,0,0,0,0,0,0,0,0,970,0,0,0,25,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,50,0,0,-999,0,0,274,0,0,75,0,25,75,0,1219,75,0,0,0,0,0,0,0,573,0,0,25,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,50,0,0,50,0,0,10,0,0,0,0,0
ROT20110527,Rottnest Island,-32,115.41667,2011-05-27 09:35:00,2011,5,27,09:35:00,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,140,0,0,0,1779,1170,304,0,0,0,164,0,0,0,0,0,47,0,749,0,0,0,0,210,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,140,0,0,0,0,23,0,0,445,0,0,0,0,0,47,94,0,0,0,0,0,0,0,0,819,0,0,0,9,0,0,0,0,0,0,0,0,70,0,0,0,0,0,56,0,0,0,0,0,0,0,936,0,0,70,0,0,70,0,94,46,0,2037,0,0,0,0,0,0,0,0,538,0,0,0,702,0,0,0,0,0,0,866,164,9,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0
PHB20110517,Port Hacking,-34.11923,151.22667,2011-05-18 09:25:00,2011,5,18,09:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,24,0,0,0,259,0,0,0,0,24,0,0,120,0,0,0,0,432,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,4031,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,72,0,0,24,0,3239,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,120,48,72,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
ESP20110512,Esperance,-33.93333,121.85,2011-05-12 10:10:00,2011,5,12,10:10:00,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,96,0,0,0,0,0,24,0,0,0,360,48,48,0,0,0,0,0,0,0,0,0,0,0,766,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0,96,0,0,0,0,0,0,0,192,1029,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,10,575,0,0,0,0,0,0,0,0,48,0,4118,0,0,0,0,0,0,0,0,479,0,0,0,0,0,0,0,0,0,0,527,0,48,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0
NIN20110501,Ningaloo,-21.99,113.779,2011-05-01 08:24:00,2011,5,1,08:24:00,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,163,0,0,0,0,0,23,0,0,0,139,463,302,0,0,0,0,23,0,0,0,0,46,0,1416,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46,487,0,23,0,0,0,0,70,0,0,0,0,0,0,0,70,279,23,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,23,0,0,46,0,232,0,0,371,0,0,255,0,0,23,0,23,0,0,2856,0,0,0,0,0,0,209,0,1022,0,0,23,209,0,0,0,0,0,0,232,93,23,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
KAI20110427,Kangaroo Island,-35.83217,136.44733,2011-04-28 07:35:00,2011,4,28,07:35:00,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,987,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,23,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,1607,0,0,0,0,0,0,0,0,69,0,0,69,0,0,0,0,0,0,0,0,23,46,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
PHB20110420,Port Hacking,-34.11923,151.22667,2011-04-21 09:36:00,2011,4,21,09:36:00,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,3054,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,59,0,0,0,0,0,0,0,542,0,0,0,0,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,4137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,4434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887,0,0,0,0,0,10,0,0,0,0,0
YON20110414,Yongala,-19.30847,147.61842,2011-04-14 11:27:00,2011,4,14,11:27:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,281,0,0,7722,187,0,0,0,0,1404,0,0,0,32525,0,281,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,1591,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153,0,281,0,0,0,281,936,0,0,0,0,0,0,0,4025,6084,0,0,0,1685,0,0,0,0,0,0,0,0,562,0,0,0,0,0,281,0,0,0,0,1498,0,0,-999,0,0,94,0,0,94,0,0,94,0,2714,0,0,0,0,0,0,94,0,1732,0,0,0,0,0,0,0,0,0,0,1123,281,94,0,0,0,0,0,187,0,0,0,0,0,18,0,0,0,0,0
NSI20110412,North Stradbroke,-27.345,153.562,2011-04-13 09:25:00,2011,4,13,09:25:00,0,0,0,0,0,0,0,0,0,52,0,0,0,52,0,0,0,2344,0,0,0,0,0,182,0,0,0,4740,0,0,0,0,0,469,0,0,0,0,0,26,0,1901,0,0,0,0,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,52,0,0,0,0,365,0,0,0,0,0,0,0,26,3411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,1042,0,0,156,0,0,78,0,0,0,0,1797,0,0,0,0,0,0,0,0,495,0,0,26,0,0,0,0,0,0,0,234,130,0,0,0,0,0,0,104,0,0,0,0,52,0,0,0,0,0,0
MAI20110407,Maria Island,-42.59667,148.23333,2011-04-07 10:30:00,2011,4,7,10:30:00,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,542,0,704,0,0,0,0,27,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,244,0,0,0,0,108,0,0,108,0,244,0,0,0,0,135,0,0,0,0,0,0,0,54,9536,0,0,0,0,0,0,0,0,0,27,0,0,0,0,54,0,0,0,0,0,0,81,0,0,0,0,542,0,27,54,0,0,27,0,54,54,0,2357,0,0,0,0,0,0,0,0,298,0,0,190,1626,0,0,0,0,0,0,190,243,27,0,0,0,0,0,108,0,0,27,189,0,0,0,0,0,0,0
PHB20110329,Port Hacking,-34.11923,151.22667,2011-03-30 09:33:00,2011,3,30,09:33:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,0,0,0,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,25,0,0,0,0,49,0,0,0,0,0,0,0,0,6631,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,49,0,0,0,0,-999,0,0,0,0,0,74,0,74,0,0,4899,0,0,0,0,0,0,0,0,74,0,0,74,0,0,0,0,0,0,0,0,371,25,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0
MAI20110328,Maria Island,-42.59667,148.23333,2011-03-29 10:30:00,2011,3,29,10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,0,0,0,0,0,0,0,35,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,1847,0,0,0,0,0,0,0,0,0,139,0,0,0,0,70,0,0,0,0,0,0,35,0,0,0,0,-999,0,0,0,0,0,35,0,0,105,0,1080,0,0,0,0,0,0,0,0,139,0,0,348,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
ROT20110324,Rottnest Island,-32,115.41667,2011-03-24 09:35:00,2011,3,24,09:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,29600,0,0,0,0,0,0,0,0,0,0,0,50,0,1000,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1100,50,0,0,0,0,0,150,0,0,0,0,0,0,0,0,650,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,4800,0,0,250,0,0,50,0,50,50,0,3200,50,0,0,0,0,0,50,0,310,0,0,0,0,0,50,0,0,0,0,100,0,50,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
YON20110323,Yongala,-19.30847,147.61842,2011-03-23 10:49:00,2011,3,23,10:49:00,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,1847,0,0,0,0,0,148,0,0,0,1158,1576,173,0,0,0,0,0,0,0,0,0,74,0,714,0,0,49,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,197,0,148,0,0,0,49,0,0,0,0,0,0,0,0,0,714,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,0,0,197,0,0,25,0,0,0,0,1700,0,0,0,0,0,0,0,0,25,0,0,49,0,0,0,0,0,0,0,517,25,0,0,0,0,0,0,739,0,0,0,0,0,25,0,0,0,0,0
NSI20110323,North Stradbroke,-27.345,153.562,2011-03-23 10:20:00,2011,3,23,10:20:00,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,156,0,0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,31,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,-999,0,0,31,0,0,94,0,31,0,0,1375,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,375,0,0,0,94,0,0,0,0,0,0,0
