SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,PHYTO_ABUNDANCE_M3,BIOVOL_UM3_M3
472-33,Centric diatom 10-20 µm,Centric diatom,(null),(null),3333.3,3926987.5
472-34,Centric diatom 10-20 µm,Centric diatom,(null),(null),3333.3,3926987.5
472-36,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,10000,26263692.4
472-39,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,53333.3,480000000.000000000000000000000000000002
472-40,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3,666666.666666666666666666666666666666667
472-48,Rhizosolenia polydactyla f. polydactyla,Centric diatom,Rhizosolenia,polydactyla f. polydactyla,3333.3,7775435250.000000000000000000000000000004
472-51,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,3333.3,257359052.800000000000000000000000000001
472-52,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,6666.7,1333333.33333333333333333333333333333333
472-53,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3,1675514666.666666666666666666666666666668
472-54,Phalacroma rotundatum,Dinoflagellate,Phalacroma,rotundatum,3333.3,100792679.166666666666666666666666666667
472-65,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,3333.3,163624479.166666666666666666666666666667
472-68,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,6666.7,327248958.333333333333333333333333333333
472-76,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,6666.7,125663600
472-84,Haslea trompii,Pennate diatom,Haslea,trompii,6666.7,166190111
474-5,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,53333.3,10666666.6666666666666666666666666666667
474-9,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3,3834485.12777777777777777777777777777778
474-9,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,60000,12000000
474-11,Coscinodiscus spp. 60-80 µm,Centric diatom,Coscinodiscus,spp.,3333.3,769689550
474-11,Nitzschia longissima,Pennate diatom,Nitzschia,longissima,3333.3,16324186.66666666666666666666666666666667
474-13,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3,3834485.12777777777777777777777777777778
474-14,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3,10471966.66666666666666666666666666666667
474-17,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,6666.7,11309724
474-21,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
474-23,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,33333.3,1429687499.999999999999999999999999999999
474-26,Cymatocylis calyciformis,Ciliate,Cymatocylis,calyciformis,3333.3,6632245.55555555555555555555555555555556
474-31,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
504-17,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,6666.7,27270746.52777777777777777777777777777773
474-33,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,46666.7,2001562500.000000000000000000000000000001
474-36,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3,3834485.12777777777777777777777777777778
474-39,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
474-39,Rhizosolenia antennata f. semispina,Centric diatom,Rhizosolenia,antennata f. semispina,6666.7,727356624.75
474-42,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,3333.3,36651883.33333333333333333333333333333335
474-43,Centric diatom 20-30 µm,Centric diatom,(null),(null),13333.3,58904812.49999999999999999999999999999985
474-47,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3,10471966.66666666666666666666666666666667
474-52,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,13333.3,2666666.66666666666666666666666666666666
474-57,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,70000,3002343750
474-59,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,30000,4806632.7
474-60,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,153333.3,30666666.6666666666666666666666666666667
474-67,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,46666.7,2001562500.000000000000000000000000000001
474-72,Unid round green object,Other,(null),(null),3333.3,(null)
474-76,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,6666.7,42474296.79999999999999999999999999999999
474-79,Rhizosolenia antennata,Centric diatom,Rhizosolenia,antennata,3333.3,363678312.375
493-5,Chaetoceros lorenzianus,Centric diatom,Chaetoceros (Hyalochaete),lorenzianus,3333.3,62831800.00000000000000000000000000000003
493-9,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,3333.3,20525054.66666666666666666666666666666668
514-13,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,3333.3,1000000
502-1,Amphisolenia spp.,Dinoflagellate,Amphisolenia,spp.,666.7,26179916.6666666666666666666666666666666
502-9,Tripos hexacanthus,Dinoflagellate,Tripos (Tripoceratium),hexacanthus,666.7,33488476.73611111111111111111111111111112
514-37,Thalassiosira spp. <10 µm,Centric diatom,Thalassiosira,spp.,3333.3,837757.3333333333333333333333333333333338
538-3,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,30000,6000000
538-6,Corethron spp.,Centric diatom,Corethron,spp.,6666.7,80448702.25694444444444444444444444444465
538-9,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3333.3,62831800.00000000000000000000000000000003
538-12,Steenstrupiella spp.,Ciliate,Steenstrupiella,spp.,3333.3,29688025.50000000000000000000000000000001
538-13,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,20000,857812500
538-16,Corethron spp.,Centric diatom,Corethron,spp.,6666.7,80448702.25694444444444444444444444444465
538-18,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3,10471966.66666666666666666666666666666667
538-24,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,46666.7,2001562500.000000000000000000000000000001
538-57,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3,666666.666666666666666666666666666666667
538-62,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3,666666.666666666666666666666666666666667
538-65,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,10000,428906250
538-67,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,13333.3,571874999.999999999999999999999999999999
516-13,Nitzschia cf. bicapitata,Pennate diatom,Nitzschia,cf. bicapitata,3333.3,420000.0000000000000000000000000000000002
516-13,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3,1675514666.666666666666666666666666666668
539-14,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3,666666.666666666666666666666666666666667
539-37,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,30000,6000000
539-45,Unid round green object,Other,(null),(null),3333.3,(null)
539-63,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7,285937500
516-41,Coccolithophore cf.,Coccolithophore,(null),(null),3333.3,218165.972222222222222222222222222222222
470-6,Thalassiosira spp. <10 µm,Centric diatom,Thalassiosira,spp.,3333.3,837757.3333333333333333333333333333333338
470-8,Proboscia alata,Centric diatom,Proboscia,alata,10000,663660887.5
470-18,Chaetoceros compressus,Centric diatom,Chaetoceros (Hyalochaete),compressus,3333.3,10471966.66666666666666666666666666666667
470-22,Silicoflagellate,Silicoflagellate,Dictyocha,spp.,3333.3,13635373.26388888888888888888888888888887
540-23,Centric diatom 10-20 µm,Centric diatom,(null),(null),6666.7,7853975
540-23,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,30000,6000000
540-30,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,13333.3,571874999.999999999999999999999999999999
540-38,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,10000,2000000
540-46,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,3333.3,5654862
540-54,Centric diatom 10-20 µm,Centric diatom,(null),(null),3333.3,3926987.5
540-62,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,10000,2000000
540-75,Corethron spp.,Centric diatom,Corethron,spp.,3333.3,40224351.12847222222222222222222222222235
540-79,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,6666.7,1333333.33333333333333333333333333333333
541-7,Centric diatom 20-30 µm,Centric diatom,(null),(null),3333.3,14726203.12500000000000000000000000000001
541-13,Centric diatom 20-30 µm,Centric diatom,(null),(null),10000,44178609.375
541-14,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,3333.3,163624479.166666666666666666666666666667
541-16,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,10000,26263692.4
541-17,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6666.7,17509128.26666666666666666666666666666666
541-19,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,10000,428906250
541-21,Thalassiosira gracilis var. gracilis,Centric diatom,Thalassiosira,gracilis var. gracilis,3333.3,4356338.13333333333333333333333333333334
541-23,Rhizosolenia simplex,Centric diatom,Rhizosolenia,simplex,3333.3,442440591.666666666666666666666666666667
541-24,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,3333.3,534070.3000000000000000000000000000000003
541-26,Thalassiosira lentiginosa,Centric diatom,Thalassiosira,lentiginosa,3333.3,427059890.625
541-27,Coscinodiscus spp. 60-80 µm,Centric diatom,Coscinodiscus,spp.,3333.3,769689550
541-27,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,3333.3,163624479.166666666666666666666666666667
541-28,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,3333.3,21237148.40000000000000000000000000000001
541-29,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,3333.3,5654862
470-38,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,3333.3,1908515.925
470-40,Proboscia alata,Centric diatom,Proboscia,alata,3333.3,221220295.833333333333333333333333333333
470-40,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3,10471966.66666666666666666666666666666667
470-44,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,3333.3,3333333.33333333333333333333333333333334
470-46,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,3333.3,23561925.00000000000000000000000000000001
470-50,Radiolarian,Radiozoa,(null),(null),3333.3,1745327.77777777777777777777777777777778
470-80,Radiolarian,Radiozoa,(null),(null),10000,5235983.33333333333333333333333333333333
470-88,Chaetoceros spp.,Centric diatom,Chaetoceros,spp.,3333.3,11780962.50000000000000000000000000000001
470-88,Proboscia alata,Centric diatom,Proboscia,alata,6666.7,442440591.666666666666666666666666666667
541-35,Centric diatom 20-30 µm,Centric diatom,(null),(null),6666.7,29452406.24999999999999999999999999999999
541-35,Thalassiosira gracilis var. gracilis,Centric diatom,Thalassiosira,gracilis var. gracilis,3333.3,4356338.13333333333333333333333333333334
541-40,Centric diatom 20-30 µm,Centric diatom,(null),(null),3333.3,14726203.12500000000000000000000000000001
541-41,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,30000,78791077.2
541-41,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,30000,1286718750
541-45,Eucampia antarctica,Centric diatom,Eucampia,antarctica,3333.3,66451173.4791666666666666666666666666667
541-52,Guinardia cylindrus,Centric diatom,Guinardia,cylindrus,3333.3,235619250
541-53,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3,666666.666666666666666666666666666666667
541-55,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,3333.3,21237148.40000000000000000000000000000001
541-57,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,20000,3204421.8
541-66,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,10000,2000000
541-68,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
541-72,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,3333.3,5654862
541-72,Thalassiosira gracilis var. gracilis,Centric diatom,Thalassiosira,gracilis var. gracilis,3333.3,4356338.13333333333333333333333333333334
541-74,Centric diatom 10-20 µm,Centric diatom,(null),(null),13333.3,15707949.99999999999999999999999999999996
541-76,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,3333.3,36651883.33333333333333333333333333333335
541-77,Haslea trompii,Pennate diatom,Haslea,trompii,3333.3,83095055.50000000000000000000000000000004
541-79,Fragilariopsis ritscheri,Pennate diatom,Fragilariopsis,ritscheri,3333.3,4673115.125
541-80,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,6666.7,11309724
541-80,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,20000,4000000
541-81,Eucampia antarctica,Centric diatom,Eucampia,antarctica,6666.7,132902346.958333333333333333333333333333
541-84,Thalassiosira gracilis var. gracilis,Centric diatom,Thalassiosira,gracilis var. gracilis,3333.3,4356338.13333333333333333333333333333334
541-89,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,13333.3,2666666.66666666666666666666666666666666
4-29,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,3539.3,231648629305.5555555555555555555555555553
4-37,Codonellopsis orthoceras,Ciliate,Codonellopsis,orthoceras,707.9,100813483.473777777777777777777777777777
15-65,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,10000,1570795000
4-41,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,7078.7,124163665.307777777777777777777777777778
3-5,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,3333.3,1319467800.000000000000000000000000000005
3-9,Gonyaulax polygramma,Dinoflagellate,Gonyaulax,polygramma,3333.3,97738355.55555555555555555555555555555605
3-29,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,3333.3,69813111.11111111111111111111111111111137
3-29,Paralia sulcata,Centric diatom,Paralia,sulcata,3333.3,384844775
3-29,Silicoflagellate 4 points,Silicoflagellate,Dictyocha,spp.,3333.3,13635373.26388888888888888888888888888887
3-33,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,666.7,43284128.88888888888888888888888888888889
1-13,Tripos longipes,Dinoflagellate,Tripos (Tripoceratium),longipes,6666.7,400000000
1-41,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3333.3,23561925.00000000000000000000000000000001
1-41,Cerataulina spp.,Centric diatom,Cerataulina,spp.,3333.3,138491759.166666666666666666666666666667
6-17,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,13333.3,94247699.99999999999999999999999999999976
6-21,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3333.3,23561925.00000000000000000000000000000001
6-41,Radiolarian,Radiozoa,(null),(null),3333.3,1745327.77777777777777777777777777777778
6-89,Tripos macroceros,Dinoflagellate,Tripos (Tripoceratium),macroceros,3333.3,230383266.666666666666666666666666666667
3-41,Nematocysts,Other,(null),(null),3333.3,(null)
3-53,Nematocysts,Other,(null),(null),3333.3,(null)
3-61,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,666.7,43284128.88888888888888888888888888888889
2-29,Silicoflagellate,Silicoflagellate,Dictyocha,spp.,13333.3,54541493.05555555555555555555555555555533
51-13,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3,666666.666666666666666666666666666666667
9-1,Foraminifera,Foraminifera,(null),(null),3333.3,13962622.22222222222222222222222222222221
9-13,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,3333.3,257359052.800000000000000000000000000001
9-21,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,3333.3,135350169.166666666666666666666666666667
9-25,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,3333.3,476998081.666666666666666666666666666667
54-13,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,3333.3,13635373.26388888888888888888888888888887
15-13,Codonellopsis orthoceras,Ciliate,Codonellopsis,orthoceras,3333.3,474729155.555555555555555555555555555556
76-37,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,3333.3,58468480.5555555555555555555555555555557
76-41,Ciliate (Inc. tintinnid),Ciliate,(null),(null),3333.3,34088433.15972222222222222222222222222202
76-57,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3,1675514666.666666666666666666666666666668
63-5,Silicoflagellate 4 points,Silicoflagellate,Dictyocha,spp.,3800,15544325.52083333333333333333333333333332
63-9,Plastic,Other,(null),(null),760,(null)
63-13,Climacodium spp.,Centric diatom,Climacodium,spp.,3800,1287219378.650000000000000000000000000004
63-13,Thalassiosira spp. <10 µm,Centric diatom,Thalassiosira,spp.,7600,1910086.72
43-69,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,3666.7,1451414580.000000000000000000000000000005
43-73,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3666.7,21598431.25000000000000000000000000000001
43-9,Spikey balls,Other,(null),(null),3666.7,(null)
43-21,Proboscia spp.,Centric diatom,Proboscia,spp.,3666.7,243342325.416666666666666666666666666667
43-37,Foraminifera,Foraminifera,(null),(null),733.3,3071776.88888888888888888888888888888888
43-45,Silicoflagellate 4 points,Silicoflagellate,Dictyocha,spp.,3666.7,14998910.59027777777777777777777777777776
8-77,Tripos spp.,Dinoflagellate,Tripos,spp.,3333.3,200000000
14-1,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,3333.3,1272343950.000000000000000000000000000001
14-5,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,3333.3,476998081.666666666666666666666666666667
14-9,Gold balls,Other,(null),(null),6666.7,(null)
14-53,Gold balls,Other,(null),(null),3333.3,(null)
14-77,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,3333.3,124572770.138888888888888888888888888889
5-1,Lauderia spp.,Centric diatom,Lauderia,spp.,3333.3,117809625
5-13,Gold balls,Other,(null),(null),3333.3,(null)
5-21,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,20000,7916806800.000000000000000000000000000024
13-5,Nematocysts,Other,(null),(null),6666.7,(null)
67-65,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,3333.3,942477000.000000000000000000000000000004
67-69,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,3333.3,218165972222.222222222222222222222222222
13-33,Tripos spp.,Dinoflagellate,Tripos,spp.,3333.3,200000000
13-73,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,13333.3,5277871200.000000000000000000000000000003
67-11,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,10000,654497916666.6666666666666666666666666656
67-57,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,6666.7,436331944444.4444444444444444444444444436
18-25,Sagenoarium spp.,Radiozoa,Sagenoarium,spp.,6666.7,(null)
18-29,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,10000,3958403400.000000000000000000000000000012
60-1,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,666.7,43284128.88888888888888888888888888888889
60-17,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3,1005308.8
62-1,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,3333.3,523598333.333333333333333333333333333334
68-9,Fragilaria spp.,Pennate diatom,Fragilaria,spp.,3333.3,1010217.534375
68-13,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
66-5,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,3333.3,523598333.333333333333333333333333333334
66-29,Lauderia spp.,Centric diatom,Lauderia,spp.,6666.7,235619250
66-33,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3,1600000
66-45,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,60000,188495400
66-45,Radiolarian,Radiozoa,(null),(null),3333.3,1745327.77777777777777777777777777777778
66-65,Asterionellopsis glacialis,Pennate diatom,Asterionellopsis,glacialis,6666.7,42817253.70833333333333333333333333333342
66-73,Proboscia spp.,Centric diatom,Proboscia,spp.,3333.3,221220295.833333333333333333333333333333
66-85,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,80000,251327200
66-85,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,3333.3,1319467800.000000000000000000000000000005
68-41,Cyttarocylis spp.,Ciliate,Cyttarocylis,spp.,666.7,53057964.44444444444444444444444444444427
61-21,Tripos hexacanthus,Dinoflagellate,Tripos (Tripoceratium),hexacanthus,666.7,33488476.73611111111111111111111111111112
61-21,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
61-25,Cyttarocylis spp.,Ciliate,Cyttarocylis,spp.,666.7,53057964.44444444444444444444444444444427
51-61,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,10000,31415900
51-69,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,6666.7,20943933.33333333333333333333333333333333
77-81,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3333.3,23561925.00000000000000000000000000000001
12-21,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,666.7,263893560
12-45,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,666.7,43284128.88888888888888888888888888888889
53-49,Silicoflagellate 4 points,Silicoflagellate,Dictyocha,spp.,3333.3,13635373.26388888888888888888888888888887
53-77,Corethron spp.,Centric diatom,Corethron,spp.,3333.3,40224351.12847222222222222222222222222235
53-85,Corethron spp.,Centric diatom,Corethron,spp.,3333.3,40224351.12847222222222222222222222222235
53-13,Silicoflagellate 4 points,Silicoflagellate,Dictyocha,spp.,3333.3,13635373.26388888888888888888888888888887
7-21,Nematocysts,Other,(null),(null),3551.7,(null)
7-33,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,7103.3,50210462.17499999999999999999999999999999
74-25,Fish scales,Other,(null),(null),666.7,(null)
19-29,Nematocysts,Other,(null),(null),10000,(null)
4-53,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,7078.7,22238268.41333333333333333333333333333333
4-77,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,3539.3,1350974806.110000000000000000000000000001
45-41,Silicoflagellate 4 points,Silicoflagellate,Dictyocha,spp.,3333.3,13635373.26388888888888888888888888888887
52-9,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3,10471966.66666666666666666666666666666667
52-21,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,40000,282743100
94-6,Proboscia alata,Centric diatom,Proboscia,alata,3333.3,221220295.833333333333333333333333333333
94-23,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,10000,70685775
83-57,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),6666.7,2010617.6
83-61,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3,10471966.66666666666666666666666666666667
83-77,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,666.7,254468789.999999999999999999999999999999
81-25,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,10000,1430994245
81-33,Nematocysts,Other,(null),(null),3333.3,(null)
81-77,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,10000,31415900
81-77,Nematocysts,Other,(null),(null),30000,(null)
86-2,Trichotoxon reinboldii,Pennate diatom,Trichotoxon,reinboldii,3333.3,512416666.666666666666666666666666666667
86-78,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3333.3,23561925.00000000000000000000000000000001
86-80,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3,1600000
86-83,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,6666.7,20943933.33333333333333333333333333333333
87-40,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7,285937500
87-41,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,10000,428906250
87-53,Fragilariopsis curta,Pennate diatom,Fragilariopsis,curta,6666.7,3071558.72291666666666666666666666666667
87-54,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3,8754564.13333333333333333333333333333334
87-73,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3,1063338064.456958333333333333333333333334
87-73,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3,3834485.12777777777777777777777777777778
87-74,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7,285937500
88-3,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
88-14,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
88-16,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3,97738355.55555555555555555555555555555572
88-24,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3,10471966.66666666666666666666666666666667
89-29,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
89-35,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,6666.7,2126676128.913916666666666666666666666666
89-46,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
89-51,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,13333.3,35018256.53333333333333333333333333333325
90-1,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,23333.3,11728602666.6666666666666666666666666666
90-5,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,3333.3,5654862
90-7,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3,1600000
90-14,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,30000,78791077.2
