SAMPLE,NRS_CODE,TAXON_NAME,TAXON_PER_M3
13772,PHB20190408,"Scorpaenidae - undifferentiated",0.007
13772,PHB20190408,"Triglidae & Peristediidae - undifferentiated",0.002
13772,PHB20190408,"Platycephalus fuscus",0.025
13772,PHB20190408,"Platycephalidae - undifferentiated",0.103
13772,PHB20190408,"Serranidae subfam. Anthiinae",0.007
13772,PHB20190408,"Acanthistius spp.",0.045
13772,PHB20190408,"Pseudochromidae - undifferentiated",0.002
13772,PHB20190408,"Plesiopidae - undifferentiated",0.002
13772,PHB20190408,"Apogonidae - undifferentiated",0.004
13772,PHB20190408,"Sillago ciliata",0.052
13772,PHB20190408,"Sillago flindersi",0.004
13772,PHB20190408,"Carangidae - undifferentiated",0.007
13772,PHB20190408,"Trachurus novaezelandiae",0.384
13772,PHB20190408,"Pseudocaranx georgianus",0.079
13772,PHB20190408,"Arripis trutta",0.094
13772,PHB20190408,"Gerres subfasciatus",0.013
13772,PHB20190408,"Acanthopagrus australis",0.002
13772,PHB20190408,"Mullidae - undifferentiated",0.018
13772,PHB20190408,"Schuettea spp.",0.025
13772,PHB20190408,"Pempheris spp.",0.007
13772,PHB20190408,"Kyphosus spp.",0.013
13772,PHB20190408,"Scorpis spp.",0.011
13772,PHB20190408,"Enoplosus armatus",0.004
13772,PHB20190408,"Pomacentridae - undifferentiated",0.018
13772,PHB20190408,"Cheilodactylus spp.",0.137
13772,PHB20190408,"Liza argentea",0.029
13772,PHB20190408,"Labridae - undifferentiated",0.018
13772,PHB20190408,"Creedia spp.",0.002
13772,PHB20190408,"Ammodytidae - undifferentiated",0.007
13772,PHB20190408,"Callionymidae - undifferentiated",0.004
13772,PHB20190408,"Gobiidae - undifferentiated",0.004
13772,PHB20190408,"Scomber australasicus",0.002
13772,PHB20190408,"Lophonectes gallus",0.018
13772,PHB20190408,"Order Anguilliformes - undifferentiated",0.004
13773,ROT20190306,"Sardinops sagax",0.011
13773,ROT20190306,"Engraulis australis",0.006
13773,ROT20190306,"Scorpaenidae - undifferentiated",0.011
13773,ROT20190306,"Sillaginidae - undifferentiated",0.006
13773,ROT20190306,"Carangidae - undifferentiated",0.006
13773,ROT20190306,"Pomacentridae - undifferentiated",0.022
13773,ROT20190306,"Percophidae - undifferentiated",0.011
13773,ROT20190306,"Parablennius spp.",0.006
13773,ROT20190306,"Tripterygiidae - undifferentiated",0.017
13773,ROT20190306,"Callionymidae - undifferentiated",0.011
13773,ROT20190306,"Gobiidae - undifferentiated",0.006
13773,ROT20190306,"Monacanthidae - undifferentiated",0.006
13773,ROT20190306,"Carangidae - undifferentiated",0.006
13773,ROT20190306,"Monacanthidae - undifferentiated",0.006
13774,ROT20190507,"Sardinops sagax",0.011
13774,ROT20190507,"Engraulis australis",0.006
13774,ROT20190507,"Gonostomatidae - undifferentiated",0.006
13774,ROT20190507,"Myctophidae - undifferentiated",0.006
13774,ROT20190507,"Syngnathidae - undifferentiated",0.006
13774,ROT20190507,"Scorpaenidae - undifferentiated",0.006
13774,ROT20190507,"Kyphosus spp.",0.006
13774,ROT20190507,"Callionymidae - undifferentiated",0.006
13774,ROT20190507,"Scomber australasicus",0.006
13774,ROT20190507,"Tetraodontidae - undifferentiated",0.006
13774,ROT20190507,""Superclass" Pisces - undifferentiated",0.006
13774,ROT20190507,"Myctophidae - undifferentiated",0.006
13774,ROT20190507,"Syngnathidae - undifferentiated",0.011
13774,ROT20190507,"Carangidae - undifferentiated",0.006
13774,ROT20190507,"Callionymidae - undifferentiated",0.011
13775,ROT20190527,""Superclass" Pisces - undifferentiated",0.006
13775,ROT20190527,"Sardinops sagax",0.016
13775,ROT20190527,"Engraulis australis",0.003
13775,ROT20190527,"Gonostomatidae - undifferentiated",0.013
13775,ROT20190527,"Myctophidae - undifferentiated",0.003
13775,ROT20190527,"Trachichthyidae - undifferentiated",0.003
13775,ROT20190527,"Serranidae subfam. Anthiinae",0.003
13775,ROT20190527,"Carangidae - undifferentiated",0.003
13775,ROT20190527,"Labridae - undifferentiated",0.003
13775,ROT20190527,"Tripterygiidae - undifferentiated",0.003
13775,ROT20190527,"Tetraodontidae - undifferentiated",0.003
13775,ROT20190527,"Sardinops sagax",0.006
13775,ROT20190527,"Tripterygiidae - undifferentiated",0.003
13776,ROT20190621,""Superclass" Pisces - undifferentiated",0.021
13776,ROT20190621,"Etrumeus teres",0.005
13776,ROT20190621,"Engraulis australis",0.005
13776,ROT20190621,"Gonostomatidae - undifferentiated",0.042
13776,ROT20190621,"Myctophidae - undifferentiated",0.093
13776,ROT20190621,"Pomacentridae - undifferentiated",0.005
13776,ROT20190621,"Cheilodactylus spp.",0.005
13776,ROT20190621,"Tetraodontidae - undifferentiated",0.005
13776,ROT20190621,""Superclass" Pisces - undifferentiated",0.005
13776,ROT20190621,"Sardinops sagax",0.014
13776,ROT20190621,"Gonostomatidae - undifferentiated",0.018
13776,ROT20190621,"Myctophidae - undifferentiated",0.05
13776,ROT20190621,"Evermannellidae - undifferentiated",0.005
13776,ROT20190621,"Pomacentridae - undifferentiated",0.005
13776,ROT20190621,"Callionymidae - undifferentiated",0.005
13776,ROT20190621,"Bothidae - undifferentiated",0.005
13777,PHB20190522,""Superclass" Pisces - undifferentiated",0.01
13777,PHB20190522,"Engraulis australis",0.005
13777,PHB20190522,"Synodontidae - undifferentiated",0.003
13777,PHB20190522,"Myctophidae - undifferentiated",0.015
13777,PHB20190522,"Bregmaceros spp.",0.003
13777,PHB20190522,"Macroramphosus spp.",0.003
13777,PHB20190522,"Scorpaenidae - undifferentiated",0.005
13777,PHB20190522,"Triglidae & Peristediidae - undifferentiated",0.003
13777,PHB20190522,"Platycephalus fuscus",0.003
13777,PHB20190522,"Platycephalidae - undifferentiated",0.008
13777,PHB20190522,"Verilus anomalus",0.005
13777,PHB20190522,"Serranidae subfam. Anthiinae",0.128
13777,PHB20190522,"Acanthistius spp.",0.003
13777,PHB20190522,"Pseudochromidae - undifferentiated",0.013
13777,PHB20190522,"Priacanthidae - undifferentiated",0.003
13777,PHB20190522,"Apogonidae - undifferentiated",0.003
13777,PHB20190522,"Carangidae - undifferentiated",0.003
13777,PHB20190522,"Trachurus novaezelandiae",0.003
13777,PHB20190522,"Pseudocaranx georgianus",0.005
13777,PHB20190522,"Seriola spp.",0.003
13777,PHB20190522,"Lutjanidae - undifferentiated",0.008
13777,PHB20190522,"Nemipteridae - undifferentiated",0.018
13777,PHB20190522,"Lethrinus spp.",0.005
13777,PHB20190522,"Chrysophrys auratus",0.005
13777,PHB20190522,"Acanthopagrus australis",0.003
13777,PHB20190522,"Rhabdosargus sarba",0.008
13777,PHB20190522,"Mullidae - undifferentiated",0.003
13777,PHB20190522,"Chaetodontidae - undifferentiated",0.003
13777,PHB20190522,"Pomacentridae - undifferentiated",0.084
13777,PHB20190522,"Cheilodactylus spp.",0.008
13777,PHB20190522,"Labridae - undifferentiated",0.041
13777,PHB20190522,"Pinguipedidae - undifferentiated",0.003
13777,PHB20190522,"Callionymidae - undifferentiated",0.023
13777,PHB20190522,"Gobiidae - undifferentiated",0.023
13777,PHB20190522,"Siganus spp.",0.003
13777,PHB20190522,"Nomeidae - undifferentiated",0.003
13777,PHB20190522,"Engyprosopon spp.",0.008
13777,PHB20190522,"Samaridae - undifferentiated",0.003
13777,PHB20190522,"Balistidae - undifferentiated",0.003
13777,PHB20190522,"Order Anguilliformes - undifferentiated",0.005
13778,PHB20190626,"Etrumeus teres",0.003
13778,PHB20190626,"Sardinops sagax",0.138
13778,PHB20190626,"Gonostomatidae - undifferentiated",0.003
13778,PHB20190626,"Myctophidae - undifferentiated",0.041
13778,PHB20190626,"Moridae - undifferentiated",0.003
13778,PHB20190626,"Macroramphosus spp.",0.003
13778,PHB20190626,"Triglidae & Peristediidae - undifferentiated",0.006
13778,PHB20190626,"Platycephalus fuscus",0.003
13778,PHB20190626,"Sillago flindersi",0.003
13778,PHB20190626,"Trachurus novaezelandiae",0.003
13778,PHB20190626,"Brama spp.",0.003
13778,PHB20190626,"Scorpis spp.",0.003
13778,PHB20190626,"Callionymidae - undifferentiated",0.006
13778,PHB20190626,"Lophonectes gallus",0.013
13779,KAI20190320,""Superclass" Pisces - undifferentiated",0.018
13779,KAI20190320,"Sardinops sagax",0.304
13779,KAI20190320,"Engraulis australis",0.035
13779,KAI20190320,"Hime spp.",0.003
13779,KAI20190320,"Myctophidae - undifferentiated",0.003
13779,KAI20190320,"Carangidae - undifferentiated",0.003
13779,KAI20190320,"Limnichthys spp.",0.003
13779,KAI20190320,"Tripterygiidae - undifferentiated",0.003
13779,KAI20190320,"Scomber australasicus",0.009
13779,KAI20190320,""Superclass" Pisces - undifferentiated",0.01
13779,KAI20190320,"Sardinops sagax",0.262
13779,KAI20190320,"Engraulis australis",0.051
13779,KAI20190320,"Myctophidae - undifferentiated",0.002
13779,KAI20190320,"Carangidae - undifferentiated",0.005
13779,KAI20190320,"Scomber australasicus",0.014
13779,KAI20190320,"Monacanthidae - undifferentiated",0.002
13780,KAI20190514,""Superclass" Pisces - undifferentiated",0.004
13780,KAI20190514,"Engraulis australis",0.004
13780,KAI20190514,"Triglidae & Peristediidae - undifferentiated",0.004
13780,KAI20190514,"Thyrsites atun",0.007
13780,KAI20190514,"Scomber australasicus",0.004
13780,KAI20190514,"Sardinops sagax",0.007
13780,KAI20190514,"Triglidae & Peristediidae - undifferentiated",0.003
13780,KAI20190514,"Gobiidae - undifferentiated",0.003
13781,MAI20190731,"Neosebastes spp.",3.774
13781,MAI20190731,"Seriolella spp.",6.604
13781,MAI20190731,"Moridae - undifferentiated",0.943
13781,MAI20190731,"Trachichthyidae - undifferentiated",0.943
13781,MAI20190731,"Neosebastes spp.",4.717
13781,MAI20190731,"Seriolella spp.",3.774
13782,MAI20190828,"Argentinidae - undifferentiated",0.002
13782,MAI20190828,"Myctophidae - undifferentiated",0.028
13782,MAI20190828,"Moridae - undifferentiated",0.016
13782,MAI20190828,"Gaidropsarus spp.",0.002
13782,MAI20190828,"Scorpaenidae - undifferentiated",0.002
13782,MAI20190828,"Helicolenus spp.",0.024
13782,MAI20190828,"Neosebastes spp.",0.035
13782,MAI20190828,"Lepidotrigla spp.",0.002
13782,MAI20190828,"Serranidae subfam. Anthiinae",0.016
13782,MAI20190828,"Carangidae - undifferentiated",0.002
13782,MAI20190828,"Tripterygiidae - undifferentiated",0.002
13782,MAI20190828,"Seriolella spp.",0.009
13782,MAI20190828,"Rhombosolea spp.",0.007
13782,MAI20190828,""Superclass" Pisces - undifferentiated",0.004
13782,MAI20190828,"Sardinops sagax",0.002
13782,MAI20190828,"Gonostomatidae - undifferentiated",0.016
13782,MAI20190828,"Myctophidae - undifferentiated",0.069
13782,MAI20190828,"Moridae - undifferentiated",0.018
13782,MAI20190828,"Gaidropsarus spp.",0.002
13782,MAI20190828,"Helicolenus spp.",0.018
13782,MAI20190828,"Neosebastes spp.",0.069
13782,MAI20190828,"Lepidotrigla spp.",0.007
13782,MAI20190828,"Serranidae subfam. Anthiinae",0.009
13782,MAI20190828,"Thyrsites atun",0.004
13782,MAI20190828,"Seriolella spp.",0.043
13782,MAI20190828,"Rhombosolea spp.",0.004
13784,NSI20190723,"Sardinops sagax",0.008
13784,NSI20190723,"Engraulis australis",0.019
13784,NSI20190723,"Bregmaceros spp.",0.003
13784,NSI20190723,"Scorpaenidae - undifferentiated",0.003
13784,NSI20190723,"Triglidae & Peristediidae - undifferentiated",0.136
13784,NSI20190723,"Platycephalus fuscus",0.067
13784,NSI20190723,"Platycephalidae - undifferentiated",0.033
13784,NSI20190723,"Pegasus spp.",0.217
13784,NSI20190723,"Serranidae subfam. Anthiinae",0.022
13784,NSI20190723,"Acanthistius spp.",0.003
13784,NSI20190723,"Pelates spp.",0.017
13784,NSI20190723,"Apogonidae - undifferentiated",0.006
13784,NSI20190723,"Carangidae - undifferentiated",0.003
13784,NSI20190723,"Trachurus novaezelandiae",0.092
13784,NSI20190723,"Lethrinus spp.",0.011
13784,NSI20190723,"Chrysophrys auratus",0.008
13784,NSI20190723,"Acanthopagrus australis",0.136
13784,NSI20190723,"Mullidae - undifferentiated",0.036
13784,NSI20190723,"Pomacentridae - undifferentiated",0.003
13784,NSI20190723,"Mugilidae - undifferentiated",0.006
13784,NSI20190723,"Labridae - undifferentiated",0.083
13784,NSI20190723,"Creedia spp.",0.017
13784,NSI20190723,"Callionymidae - undifferentiated",0.036
13784,NSI20190723,"Gobiidae - undifferentiated",0.006
13784,NSI20190723,"Nomeidae - undifferentiated",0.003
13784,NSI20190723,"Engyprosopon spp.",0.003
13784,NSI20190723,"Cynoglossidae - undifferentiated",0.006
14123,NSF20190723,"Etrumeus teres",0.003
14123,NSF20190723,"Sardinops sagax",0.021
14123,NSF20190723,"Engraulis australis",0.076
14123,NSF20190723,"Gonostomatidae - undifferentiated",0.003
14123,NSF20190723,"Myctophidae - undifferentiated",0.013
14123,NSF20190723,"Antigonia spp.",0.003
14123,NSF20190723,"Macroramphosus spp.",0.016
14123,NSF20190723,"Scorpaenidae - undifferentiated",0.016
14123,NSF20190723,"Triglidae & Peristediidae - undifferentiated",0.097
14123,NSF20190723,"Platycephalus fuscus",0.039
14123,NSF20190723,"Platycephalidae - undifferentiated",0.039
14123,NSF20190723,"Pegasus spp.",0.034
14123,NSF20190723,"Serranidae subfam. Anthiinae",0.024
14123,NSF20190723,"Pelates spp.",0.005
14123,NSF20190723,"Apogonidae - undifferentiated",0.005
14123,NSF20190723,"Sillaginidae - undifferentiated",0.003
14123,NSF20190723,"Trachurus novaezelandiae",0.024
14123,NSF20190723,"Lutjanidae - undifferentiated",0.003
14123,NSF20190723,"Nemipteridae - undifferentiated",0.005
14123,NSF20190723,"Gerres subfasciatus",0.005
14123,NSF20190723,"Lethrinus spp.",0.003
14123,NSF20190723,"Chrysophrys auratus",0.013
14123,NSF20190723,"Acanthopagrus australis",0.029
14123,NSF20190723,"Cirrhitidae - undifferentiated",0.003
14123,NSF20190723,"Mugilidae - undifferentiated",0.013
14123,NSF20190723,"Labridae - undifferentiated",0.042
14123,NSF20190723,"Labridae: Scarinae - undifferentiated",0.003
14123,NSF20190723,"Creedia spp.",0.008
14123,NSF20190723,"Petroscirtes lupus",0.003
14123,NSF20190723,"Callionymidae - undifferentiated",0.034
14123,NSF20190723,"Gobiidae - undifferentiated",0.021
14123,NSF20190723,"Arnoglossus spp.",0.003
14123,NSF20190723,"Asterorhombus spp.",0.024
14123,NSF20190723,"Crossorhombus spp.",0.024
14123,NSF20190723,"Engyprosopon spp.",0.053
14123,NSF20190723,"Cynoglossidae - undifferentiated",0.011
14123,NSF20190723,"Monacanthidae - undifferentiated",0.005
13785,NSI20190821,"Etrumeus teres",0.003
13785,NSI20190821,"Engraulis australis",0.003
13785,NSI20190821,"Astronesthidae - undifferentiated",0.003
13785,NSI20190821,"Hime spp.",0.003
13785,NSI20190821,"Synodontidae - undifferentiated",0.003
13785,NSI20190821,"Myctophidae - undifferentiated",0.086
13785,NSI20190821,"Evermannellidae - undifferentiated",0.003
13785,NSI20190821,"Bregmaceros spp.",0.028
13785,NSI20190821,"Trachichthyidae - undifferentiated",0.003
13785,NSI20190821,"Macroramphosus spp.",0.021
13785,NSI20190821,"Triglidae & Peristediidae - undifferentiated",0.009
13785,NSI20190821,"Platycephalidae - undifferentiated",0.003
13785,NSI20190821,"Serranidae subfam. Anthiinae",0.018
13785,NSI20190821,"Howella spp.",0.006
13785,NSI20190821,"Apogonidae - undifferentiated",0.003
13785,NSI20190821,"Decapterus spp.",0.003
13785,NSI20190821,"Cirrhitidae - undifferentiated",0.003
13785,NSI20190821,"Gobiidae - undifferentiated",0.006
13785,NSI20190821,"Rexea solandri",0.003
13785,NSI20190821,"Gempylidae - undifferentiated",0.025
13785,NSI20190821,"Scomber australasicus",0.028
13785,NSI20190821,"Nomeidae - undifferentiated",0.006
13785,NSI20190821,"Crossorhombus spp.",0.003
13785,NSI20190821,"Engyprosopon spp.",0.012
13785,NSI20190821,"Grammatobothus spp.",0.003
14124,NSF20190821,"Etrumeus teres",0.003
14124,NSF20190821,"Sardinops sagax",0.084
14124,NSF20190821,"Engraulis australis",0.048
14124,NSF20190821,"Gonostomatidae - undifferentiated",0.003
14124,NSF20190821,"Synodontidae - undifferentiated",0.003
14124,NSF20190821,"Myctophidae - undifferentiated",0.016
14124,NSF20190821,"Bregmaceros spp.",0.006
14124,NSF20190821,"Trachichthyidae - undifferentiated",0.006
14124,NSF20190821,"Scorpaenidae - undifferentiated",0.003
14124,NSF20190821,"Triglidae & Peristediidae - undifferentiated",0.1
14124,NSF20190821,"Platycephalus fuscus",0.032
14124,NSF20190821,"Platycephalidae - undifferentiated",0.019
14124,NSF20190821,"Serranidae subfam. Anthiinae",0.006
14124,NSF20190821,"Howella spp.",0.006
14124,NSF20190821,"Carangidae - undifferentiated",0.006
14124,NSF20190821,"Trachurus novaezelandiae",0.01
14124,NSF20190821,"Lethrinus spp.",0.003
14124,NSF20190821,"Chrysophrys auratus",0.01
14124,NSF20190821,"Sciaenidae - undifferentiated",0.003
14124,NSF20190821,"Platax spp.",0.003
14124,NSF20190821,"Mugilidae - undifferentiated",0.003
14124,NSF20190821,"Labridae - undifferentiated",0.029
14124,NSF20190821,"Opistognathidae - undifferentiated",0.003
14124,NSF20190821,"Limnichthys spp.",0.003
14124,NSF20190821,"Callionymidae - undifferentiated",0.003
14124,NSF20190821,"Gobiidae - undifferentiated",0.026
14124,NSF20190821,"Scomber australasicus",0.019
14124,NSF20190821,"Nomeidae - undifferentiated",0.003
14124,NSF20190821,"Asterorhombus spp.",0.003
14124,NSF20190821,"Crossorhombus spp.",0.003
14124,NSF20190821,"Engyprosopon spp.",0.022
14124,NSF20190821,"Grammatobothus spp.",0.003
14124,NSF20190821,"Cynoglossidae - undifferentiated",0.006
14124,NSF20190821,"Monacanthidae - undifferentiated",0.003
13786,NSI20190916,""Superclass" Pisces - undifferentiated",0.003
13786,NSI20190916,"Sardinops sagax",0.017
13786,NSI20190916,"Engraulis australis",0.003
13786,NSI20190916,"Myctophidae - undifferentiated",0.007
13786,NSI20190916,"Triglidae & Peristediidae - undifferentiated",0.01
13786,NSI20190916,"Platycephalus fuscus",0.007
13786,NSI20190916,"Platycephalidae - undifferentiated",0.003
13786,NSI20190916,"Serranidae subfam. Anthiinae",0.003
13786,NSI20190916,"Apogonidae - undifferentiated",0.017
13786,NSI20190916,"Carangidae - undifferentiated",0.007
13786,NSI20190916,"Trachurus novaezelandiae",0.003
13786,NSI20190916,"Decapterus spp.",0.01
13786,NSI20190916,"Nemipteridae - undifferentiated",0.01
13786,NSI20190916,"Lethrinus spp.",0.007
13786,NSI20190916,"Mullidae - undifferentiated",0.003
13786,NSI20190916,"Pomacentridae - undifferentiated",0.003
13786,NSI20190916,"Labridae - undifferentiated",0.01
13786,NSI20190916,"Petroscirtes lupus",0.003
13786,NSI20190916,"Callionymidae - undifferentiated",0.007
13786,NSI20190916,"Gobiidae - undifferentiated",0.003
13786,NSI20190916,"Scomber australasicus",0.007
13786,NSI20190916,"Engyprosopon spp.",0.014
13786,NSI20190916,"Grammatobothus spp.",0.003
14125,NSF20190916,""Superclass" Pisces - undifferentiated",0.013
14125,NSF20190916,"Sardinops sagax",0.048
14125,NSF20190916,"Engraulis australis",0.022
14125,NSF20190916,"Synodontidae - undifferentiated",0.003
14125,NSF20190916,"Myctophidae - undifferentiated",0.006
14125,NSF20190916,"Triglidae & Peristediidae - undifferentiated",0.096
14125,NSF20190916,"Platycephalidae - undifferentiated",0.016
14125,NSF20190916,"Verilus anomalus",0.003
14125,NSF20190916,"Pelates spp.",0.003
14125,NSF20190916,"Sillago robusta",0.003
14125,NSF20190916,"Trachurus novaezelandiae",0.446
14125,NSF20190916,"Decapterus spp.",0.003
14125,NSF20190916,"Nemipteridae - undifferentiated",0.035
14125,NSF20190916,"Lethrinus spp.",0.003
14125,NSF20190916,"Acanthopagrus australis",0.003
14125,NSF20190916,"Pomacentridae - undifferentiated",0.003
14125,NSF20190916,"Cepola australis",0.006
14125,NSF20190916,"Labridae - undifferentiated",0.025
14125,NSF20190916,"Pinguipedidae - undifferentiated",0.003
14125,NSF20190916,"Creedia spp.",0.006
14125,NSF20190916,"Limnichthys spp.",0.003
14125,NSF20190916,"Blenniidae - undifferentiated",0.003
14125,NSF20190916,"Petroscirtes lupus",0.003
14125,NSF20190916,"Gobiidae - undifferentiated",0.105
14125,NSF20190916,"Scomber australasicus",0.032
14125,NSF20190916,"Engyprosopon spp.",0.051
14125,NSF20190916,"Grammatobothus spp.",0.003
14125,NSF20190916,"Cynoglossidae - undifferentiated",0.003
14125,NSF20190916,"Monacanthidae - undifferentiated",0.006
13787,KAI20190909,"Monacanthidae - undifferentiated",0.003
13788,PHB20190827,""Superclass" Pisces - undifferentiated",0.004
13788,PHB20190827,"Sardinops sagax",0.211
13788,PHB20190827,"Melanostomiidae - undifferentiated",0.004
13788,PHB20190827,"Myctophidae - undifferentiated",0.042
13788,PHB20190827,"Macroramphosus spp.",0.019
13788,PHB20190827,"Helicolenus spp.",0.004
13788,PHB20190827,"Neosebastes spp.",0.008
13788,PHB20190827,"Triglidae & Peristediidae - undifferentiated",0.012
13788,PHB20190827,"Platycephalus fuscus",0.004
13788,PHB20190827,"Platycephalidae - undifferentiated",0.004
13788,PHB20190827,"Sillago flindersi",0.004
13788,PHB20190827,"Trachurus novaezelandiae",0.031
13788,PHB20190827,"Chrysophrys auratus",0.004
13788,PHB20190827,"Pomacentridae - undifferentiated",0.157
13788,PHB20190827,"Liza argentea",0.004
13788,PHB20190827,"Labridae - undifferentiated",0.031
13788,PHB20190827,"Scomber australasicus",0.012
13788,PHB20190827,"Lophonectes gallus",0.173
13788,PHB20190827,"Monacanthidae - undifferentiated",0.008
13789,PHB20190923,"Sardinops sagax",0.023
13789,PHB20190923,"Triglidae & Peristediidae - undifferentiated",0.01
13789,PHB20190923,"Platycephalus fuscus",0.007
13789,PHB20190923,"Platycephalidae - undifferentiated",0.007
13789,PHB20190923,"Dinolestes lewini",0.01
13789,PHB20190923,"Trachurus novaezelandiae",0.027
13789,PHB20190923,"Scorpis spp.",0.007
13789,PHB20190923,"Pomacentridae - undifferentiated",0.02
13789,PHB20190923,"Cheilodactylus spp.",0.01
13789,PHB20190923,"Lophonectes gallus",0.01
13789,PHB20190923,"Monacanthidae - undifferentiated",0.027
13790,PHB20190729,""Superclass" Pisces - undifferentiated",0.008
13790,PHB20190729,"Sardinops sagax",0.564
13790,PHB20190729,"Engraulis australis",0.003
13790,PHB20190729,"Synodontidae - undifferentiated",0.003
13790,PHB20190729,"Myctophidae - undifferentiated",0.131
13790,PHB20190729,"Ipnopidae - undifferentiated",0.003
13790,PHB20190729,"Bregmaceros spp.",0.008
13790,PHB20190729,"Trachichthyidae - undifferentiated",0.003
13790,PHB20190729,"Macroramphosus spp.",0.077
13790,PHB20190729,"Helicolenus spp.",0.005
13790,PHB20190729,"Triglidae & Peristediidae - undifferentiated",0.008
13790,PHB20190729,"Platycephalidae - undifferentiated",0.049
13790,PHB20190729,"Callanthias australis",0.003
13790,PHB20190729,"Serranidae subfam. Anthiinae",0.008
13790,PHB20190729,"Plesiopidae - undifferentiated",0.003
13790,PHB20190729,"Sillago flindersi",0.036
13790,PHB20190729,"Trachurus novaezelandiae",0.8
13790,PHB20190729,"Chrysophrys auratus",0.033
13790,PHB20190729,"Rhabdosargus sarba",0.003
13790,PHB20190729,"Atypichthys strigatus",0.003
13790,PHB20190729,"Scorpis spp.",0.008
13790,PHB20190729,"Cepola australis",0.003
13790,PHB20190729,"Liza argentea",0.003
13790,PHB20190729,"Labridae - undifferentiated",0.038
13790,PHB20190729,"Creedia spp.",0.003
13790,PHB20190729,"Tripterygiidae - undifferentiated",0.008
13790,PHB20190729,"Callionymidae - undifferentiated",0.008
13790,PHB20190729,"Thyrsites atun",0.013
13790,PHB20190729,"Rexea solandri",0.003
13790,PHB20190729,"Scomber australasicus",0.951
13790,PHB20190729,"Lophonectes gallus",0.105
13790,PHB20190729,"Engyprosopon spp.",0.003
13790,PHB20190729,"Monacanthidae - undifferentiated",0.028
13791,ROT20190711,"Etrumeus teres",0.042
13791,ROT20190711,"Sardinops sagax",0.686
13791,ROT20190711,"Engraulis australis",0.026
13791,ROT20190711,"Gonostomatidae - undifferentiated",0.031
13791,ROT20190711,"Myctophidae - undifferentiated",0.047
13791,ROT20190711,"Scorpaenidae - undifferentiated",0.01
13791,ROT20190711,"Sillaginidae - undifferentiated",0.005
13791,ROT20190711,"Trachurus novaezelandiae",0.01
13791,ROT20190711,"Pseudocaranx georgianus",0.01
13791,ROT20190711,"Nemipteridae - undifferentiated",0.01
13791,ROT20190711,"Mugilidae - undifferentiated",0.016
13791,ROT20190711,"Pinguipedidae - undifferentiated",0.005
13791,ROT20190711,"Callionymidae - undifferentiated",0.005
13791,ROT20190711,"Scomber australasicus",0.093
13791,ROT20190711,"Etrumeus teres",0.005
13791,ROT20190711,"Sardinops sagax",0.375
13791,ROT20190711,"Engraulis australis",0.005
13791,ROT20190711,"Myctophidae - undifferentiated",0.023
13791,ROT20190711,"Scorpaenidae - undifferentiated",0.005
13791,ROT20190711,"Trachurus declivis",0.009
13791,ROT20190711,"Pseudocaranx georgianus",0.009
13791,ROT20190711,"Nemipteridae - undifferentiated",0.005
13791,ROT20190711,"Mugilidae - undifferentiated",0.005
13791,ROT20190711,"Callionymidae - undifferentiated",0.018
13791,ROT20190711,"Scomber australasicus",0.046
13791,ROT20190711,"Monacanthidae - undifferentiated",0.009
13792,ROT20190819,""Superclass" Pisces - undifferentiated",0.023
13792,ROT20190819,"Sardinops sagax",0.183
13792,ROT20190819,"Engraulis australis",0.011
13792,ROT20190819,"Plesiopidae - undifferentiated",0.011
13792,ROT20190819,"Apogonidae - undifferentiated",0.011
13792,ROT20190819,"Pseudocaranx georgianus",0.011
13792,ROT20190819,"Callionymidae - undifferentiated",0.023
13792,ROT20190819,"Sardinops sagax",0.108
13792,ROT20190819,"Engraulis australis",0.006
13792,ROT20190819,"Myctophidae - undifferentiated",0.011
13792,ROT20190819,"Carangidae - undifferentiated",0.006
13792,ROT20190819,"Trachurus declivis",0.006
13792,ROT20190819,"Pseudocaranx georgianus",0.011
13792,ROT20190819,"Rhabdosargus sarba",0.006
13792,ROT20190819,"Percophidae - undifferentiated",0.006
13792,ROT20190819,"Creedia spp.",0.028
13792,ROT20190819,"Callionymidae - undifferentiated",0.028
13793,NSI20191024,""Superclass" Pisces - undifferentiated",0.014
13793,NSI20191024,"Engraulis australis",0.003
13793,NSI20191024,"Triglidae & Peristediidae - undifferentiated",0.003
13793,NSI20191024,"Platycephalidae - undifferentiated",0.003
13793,NSI20191024,"Serranidae subfam. Anthiinae",0.003
13793,NSI20191024,"Carangidae - undifferentiated",0.011
13793,NSI20191024,"Decapterus spp.",0.032
13793,NSI20191024,"Coryphaena spp.",0.003
13793,NSI20191024,"Lutjanidae - undifferentiated",0.029
13793,NSI20191024,"Lethrinus spp.",0.003
13793,NSI20191024,"Chrysophrys auratus",0.006
13793,NSI20191024,"Pomacentridae - undifferentiated",0.003
13793,NSI20191024,"Labridae - undifferentiated",0.009
13793,NSI20191024,"Gobiidae - undifferentiated",0.003
13793,NSI20191024,"Scombridae - undifferentiated",0.158
13793,NSI20191024,"Scomber australasicus",0.072
14126,NSF20191024,""Superclass" Pisces - undifferentiated",0.003
14126,NSF20191024,"Etrumeus teres",0.04
14126,NSF20191024,"Myctophidae - undifferentiated",0.036
14126,NSF20191024,"Scorpaenidae - undifferentiated",0.003
14126,NSF20191024,"Triglidae & Peristediidae - undifferentiated",0.007
14126,NSF20191024,"Platycephalidae - undifferentiated",0.003
